,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Penalties Conceded,On Reports,Completions (%),Completed Sets Ratio,Match,Team,Year
0,44%,22:44,161,"1,418",465,3,18,39.4,200,15,375,198,7,20,544,0,92%,3,3,83.2%,302,34,27,7,1,81%,29/36,Titans vs Raiders,Titans,2014
1,56%,28:56,163,"1,642",522,9,34,45.6,204,18,399,222,16,17,430,1,100%,0,6,88.8%,316,18,22,6,0,89%,32/36,Titans vs Raiders,Raiders,2014
