,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Errors,Penalties Conceded,Used,Head Injury Assessment,Completions (%),Completed Sets Ratio,Match,Team,Year
0,46%,25:22,182,"1,512",455,2,22,34.4,134,3.6s,5,413,219,28,24,716,2,50%,2,7,84.8%,391,40,1,30,12,5,8,0,75%,33/44,Roosters vs Dragons,Roosters,2017
1,54%,29:46,194,"1,781",573,5,40,45.7,261,3.64s,16,402,202,18,23,612,2,75%,6,4,92.3%,347,22,0,7,11,9,8,2,77%,30/39,Roosters vs Dragons,Dragons,2017
