,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Penalties Conceded,Completions (%),Completed Sets Ratio,Match,Team,Year
0,58%,27:18,168,"1,539",518,5,37,41.6,158,14,397,219,8,18,601,0,89%,4,2,90.1%,273,21,1,9,8,76%,28/37,Eels vs Panthers,Eels,2014
1,42%,19:46,146,"1,246",408,4,21,40.2,103,8,351,196,13,14,401,1,62%,5,0,83.1%,300,37,1,24,7,71%,22/31,Eels vs Panthers,Panthers,2014
