,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Errors,Penalties Conceded,Used,Head Injury Assessment,Completions (%),Completed Sets Ratio,Match,Team,Year
0,59%,31:44,202,"1,859",657,7,36,42.3,258,3.51s,5,505,282,15,25,662,3,100%,7,7,88.2%,285,26,12,8,8,7,1,80%,35/44,Cowboys vs Roosters,Cowboys,2016
1,41%,22:03,147,"1,207",402,3,26,32.6,100,3.86s,7,341,187,11,16,405,0,80%,3,3,91%,433,37,6,12,6,8,0,62%,23/37,Cowboys vs Roosters,Roosters,2016
