,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Penalties Conceded,Completions (%),Completed Sets Ratio,Match,Team,Year
0,35%,18:44,183,"1,403",425,1,12,39,63,6,394,224,2,18,568,0,88%,0,3,90.2%,323,20,0,15,4,67%,24/36,Bulldogs vs Sea Eagles,Bulldogs,2013
1,65%,34:47,177,"1,793",595,2,20,44.8,273,11,422,216,1,23,554,3,93%,6,6,93.9%,326,12,2,9,7,78%,31/40,Bulldogs vs Sea Eagles,Sea Eagles,2013
