,Time,Event Type,Player,Team,Player On,Player Off,Score,Match,Year
0,80:00,FULL TIME,,,,,,Roosters vs Panthers,2019
1,78:23,Penalty - Dangerous Tackle,Daniel Tupou,Roosters,,,,Roosters vs Panthers,2019
2,78:19,Kick Bomb,Luke Keary,Roosters,,,,Roosters vs Panthers,2019
3,77:19,Error,Brent Naden,Panthers,,,,Roosters vs Panthers,2019
4,77:15,Interchange #8,,Roosters,                   Lindsay Collins,                   Jared Waerea-Hargreaves,,Roosters vs Panthers,2019
5,77:14,Interchange #7,,Panthers,                   Sione Katoa,                   Moses Leota,,Roosters vs Panthers,2019
6,77:11,Conversion-Missed,Latrell Mitchell,Roosters,,,,Roosters vs Panthers,2019
7,75:55,Video Referee,Try,Roosters,,,,Roosters vs Panthers,2019
8,75:45,Try,Daniel Tupou,Roosters,,,22-6,Roosters vs Panthers,2019
9,75:45,Linebreak,Daniel Tupou,Roosters,,,,Roosters vs Panthers,2019
10,74:06,Penalty - Dangerous Tackle,James Maloney,Panthers,,,,Roosters vs Panthers,2019
11,73:39,Error,Moses Leota,Panthers,,,,Roosters vs Panthers,2019
12,72:40,Penalty - Verbal Dissent,Victor Radley,Roosters,,,,Roosters vs Panthers,2019
13,72:37,Penalty - Crowding,Mitchell Aubusson,Roosters,,,,Roosters vs Panthers,2019
14,71:30,Interchange #7,,Roosters,                   Victor Radley,                   Nat Butcher,,Roosters vs Panthers,2019
15,70:45,Error,Stephen Crichton,Panthers,,,,Roosters vs Panthers,2019
16,70:15,Penalty - Slow Peel,Sam Verrills,Roosters,,,,Roosters vs Panthers,2019
17,69:44,Penalty - Offside inside 10m,Mitchell Aubusson,Roosters,,,,Roosters vs Panthers,2019
18,68:44,40/20 Kick,James Maloney,Panthers,,,,Roosters vs Panthers,2019
19,67:14,Interchange #6,,Panthers,                   James Tamou,                   Spencer Leniu,,Roosters vs Panthers,2019
20,66:53,Penalty - Slow Peel,Viliame Kikau,Panthers,,,,Roosters vs Panthers,2019
21,63:55,Kick Bomb,James Maloney,Panthers,,,,Roosters vs Panthers,2019
22,63:06,Interchange #5,,Panthers,                   Moses Leota,                   Reagan Campbell-Gillard,,Roosters vs Panthers,2019
23,61:41,Interchange #6,,Roosters,                   Isaac Liu,                   Lindsay Collins,,Roosters vs Panthers,2019
24,61:35,Interchange #5,,Roosters,                   Jared Waerea-Hargreaves,                   Zane Tetevano,,Roosters vs Panthers,2019
25,60:45,Error,Reagan Campbell-Gillard,Panthers,,,,Roosters vs Panthers,2019
26,60:14,Error,Brett Morris,Roosters,,,,Roosters vs Panthers,2019
27,59:45,Interchange - HIA Cleared,,Panthers,                   Viliame Kikau,                   Billy Burns,,Roosters vs Panthers,2019
28,59:05,Penalty - Early Tackle,Luke Keary,Roosters,,,,Roosters vs Panthers,2019
