,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Errors,Penalties Conceded,Used,Head Injury Assessment,Completions (%),Completed Sets Ratio,Match,Team,Year
0,62%,31:47,202,"2,093",560,6,27,51.1,199,3.28s,17,458,254,8,19,435,1,88%,3,2,90.6%,279,17,1,12,8,7,7,2,80%,33/41,Sea Eagles vs Dragons,Sea Eagles,2016
1,38%,19:28,151,"1,423",373,2,17,41.9,102,3.07s,5,314,172,8,12,284,1,73%,1,2,88.7%,394,27,0,23,14,9,7,1,59%,20/34,Sea Eagles vs Dragons,Dragons,2016
