,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Penalties Conceded,Completions (%),Completed Sets Ratio,Match,Team,Year
0,55%,25:41,189,"1,602",558,5,29,36.4,238,7,469,247,4,25,669,1,100%,5,6,94.8%,330,16,2,4,75%,33/44,Roosters vs Knights,Roosters,2014
1,45%,21:00,145,"1,301",489,3,16,33.4,119,2,361,187,7,16,572,0,86%,3,1,91%,376,29,8,3,59%,23/39,Roosters vs Knights,Knights,2014
