,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Errors,Penalties Conceded,Used,Head Injury Assessment,Completions (%),Completed Sets Ratio,Match,Team,Year
0,48%,26:47,174,"1,736",577,2,24,44.5,316,3.32s,8,387,201,17,24,524,4,73%,7,8,85%,345,46,15,11,8,8,0,74%,29/39,Panthers vs Dragons,Panthers,2017
1,52%,29:01,196,"1,603",584,4,46,38.2,131,3.63s,10,422,224,17,25,703,4,67%,3,5,91.4%,341,24,8,8,6,7,2,81%,34/42,Panthers vs Dragons,Dragons,2017
