,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Errors,Penalties Conceded,Used,Head Injury Assessment,Completions (%),Completed Sets Ratio,Match,Team,Year
0,57%,26:40,161,"1,643",548,11,52,44.4,145,3.2s,13,347,189,34,12,343,2,50%,3,2,89.5%,290,21,0,13,12,6,7,0,73%,27/37,Rabbitohs vs Titans,Rabbitohs,2017
1,43%,20:07,138,"1,226",500,3,21,40.9,95,3.53s,8,304,156,14,16,287,0,75%,4,6,80.9%,300,52,1,19,11,8,7,3,73%,22/30,Rabbitohs vs Titans,Titans,2017
