,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Penalties Conceded,On Reports,Completions (%),Completed Sets Ratio,Match,Team,Year
0,47%,22:44,141,"1,297",414,2,29,36,174,12,332,168,8,20,551,2,82%,8,3,83%,303,28,0,34,8,1,75%,27/36,Storm vs Titans,Storm,2014
1,53%,25:38,158,"1,563",548,5,28,42.2,233,14,361,186,14,15,388,0,93%,5,2,85.1%,268,29,1,18,9,1,73%,27/37,Storm vs Titans,Titans,2014
