,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Errors,Penalties Conceded,Used,Completions (%),Completed Sets Ratio,Match,Team,Year
0,54%,27:36,171,"1,729",501,3,29,43.2,232,3.34s,3,380,206,26,17,363,4,70%,6,6,89%,275,25,1,9,10,7,7,75%,30/40,Panthers vs Titans,Panthers,2017
1,46%,23:30,158,"1,336",398,4,25,39.3,101,3.39s,6,374,214,19,19,444,0,89%,5,3,89.8%,335,29,0,9,9,8,5,79%,27/34,Panthers vs Titans,Titans,2017
