,Time,Event Type,Player,Team,Player On,Player Off,Score,Match,Year
0,80:00,FULL TIME,,,,,,Storm vs Raiders,2019
1,79:58,Error,Charnze Nicoll-Klokstad,Raiders,,,,Storm vs Raiders,2019
2,79:09,Error,Jarrod Croker,Raiders,,,,Storm vs Raiders,2019
3,76:47,Penalties - Other,Suliasi Vunivalu,Storm,,,,Storm vs Raiders,2019
4,76:40,Conversion-Made,Jarrod Croker,Raiders,,,18-22,Storm vs Raiders,2019
5,76:39,Interchange #8,,Storm,                   Ryan Papenhuyzen,                   Dale Finucane,,Storm vs Raiders,2019
6,75:15,Video Referee,Try,Raiders,,,,Storm vs Raiders,2019
7,75:09,Try,Josh Papalii,Raiders,,,18-20,Storm vs Raiders,2019
8,75:09,Linebreak,Josh Papalii,Raiders,,,,Storm vs Raiders,2019
9,74:53,Interchange #8,,Raiders,                   Dunamis Lui,                   Ryan Sutton,,Storm vs Raiders,2019
10,74:26,Error,Will Chambers,Storm,,,,Storm vs Raiders,2019
11,74:13,Interchange #7,,Storm,                   Kenneath Bromwich,                   Nelson Asofa-Solomona,,Storm vs Raiders,2019
12,74:00,Kick Bomb,Jack Wighton,Raiders,,,,Storm vs Raiders,2019
13,71:19,Conversion-Made,Jarrod Croker,Raiders,,,18-16,Storm vs Raiders,2019
14,70:21,Video Referee,Try,Raiders,,,,Storm vs Raiders,2019
15,70:12,Try,Jordan Rapana,Raiders,,,18-14,Storm vs Raiders,2019
16,70:11,Linebreak,Jordan Rapana,Raiders,,,,Storm vs Raiders,2019
17,69:20,Penalty - Working on the Ground,Cameron Smith,Storm,,,,Storm vs Raiders,2019
18,69:01,Interchange #7,,Raiders,                   Corey Horsburgh,                   Iosia Soliola,,Storm vs Raiders,2019
19,68:38,Kick Bomb,Cameron Munster,Storm,,,,Storm vs Raiders,2019
20,67:41,Interchange #6,,Storm,                   Dale Finucane,                   Kenneath Bromwich,,Storm vs Raiders,2019
21,67:14,Interchange #6,,Raiders,                   Bailey Simonsson,                   Nick Cotric,,Storm vs Raiders,2019
22,65:26,Error,Jarrod Croker,Raiders,,,,Storm vs Raiders,2019
23,63:45,Error,Joseph Leilua,Raiders,,,,Storm vs Raiders,2019
24,62:17,Penalty - Dangerous Tackle,Cameron Munster,Storm,,,,Storm vs Raiders,2019
25,61:51,Error,Suliasi Vunivalu,Storm,,,,Storm vs Raiders,2019
26,60:56,Interchange #5,,Raiders,                   Iosia Soliola,                   Corey Horsburgh,,Storm vs Raiders,2019
27,60:23,Penalty - Escorts,Jordan Rapana,Raiders,,,,Storm vs Raiders,2019
28,59:13,Penalty - Ball Strip,Josh Hodgson,Raiders,,,,Storm vs Raiders,2019
29,58:52,Interchange #5,,Storm,                   Joe Stimson,                   Dale Finucane,,Storm vs Raiders,2019
30,57:54,Error,Josh Hodgson,Raiders,,,,Storm vs Raiders,2019
31,56:36,Error,Justin Olam,Storm,,,,Storm vs Raiders,2019
32,55:54,Kick Bomb,Cameron Munster,Storm,,,,Storm vs Raiders,2019
33,53:26,Interchange #4,,Raiders,                   Josh Papalii,                   Dunamis Lui,,Storm vs Raiders,2019
34,53:19,Conversion-Made,Jarrod Croker,Raiders,,,18-10,Storm vs Raiders,2019
35,53:11,Interchange #4,,Storm,                   Jesse Bromwich,                   Tui Kamikamica,,Storm vs Raiders,2019
36,52:26,Interchange #3,,Storm,                   Nelson Asofa-Solomona,                   Tino Faasuamaleaui,,Storm vs Raiders,2019
37,51:46,Try,Jarrod Croker,Raiders,,,18-8,Storm vs Raiders,2019
38,51:03,Penalty - Offside inside 10m,Justin Olam,Storm,,,,Storm vs Raiders,2019
39,50:11,Penalty - 2nd Effort,Dale Finucane,Storm,,,,Storm vs Raiders,2019
40,49:49,Penalty - Lying in the Ruck,Justin Olam,Storm,,,,Storm vs Raiders,2019
41,48:12,Error,Tui Kamikamica,Storm,,,,Storm vs Raiders,2019
42,47:03,Penalty - Hand in the Ruck,Dunamis Lui,Raiders,,,,Storm vs Raiders,2019
43,46:39,Error,Jarrod Croker,Raiders,,,,Storm vs Raiders,2019
44,46:12,Penalty - Working on the Ground,Felise Kaufusi,Storm,,,,Storm vs Raiders,2019
45,45:01,Error,Suliasi Vunivalu,Storm,,,,Storm vs Raiders,2019
46,43:59,Kick Bomb,Brodie Croft,Storm,,,,Storm vs Raiders,2019
47,42:24,Error,Aidan Sezer,Raiders,,,,Storm vs Raiders,2019
48,42:17,Interchange #3,,Raiders,                   Ryan Sutton,                   Joseph Tapine,,Storm vs Raiders,2019
49,40:51,Error,Jahrome Hughes,Storm,,,,Storm vs Raiders,2019
50,37:34,Kick Bomb,Aidan Sezer,Raiders,,,,Storm vs Raiders,2019
51,35:10,Kick Bomb,Aidan Sezer,Raiders,,,,Storm vs Raiders,2019
52,33:57,Conversion-Missed,Jarrod Croker,Raiders,,,,Storm vs Raiders,2019
53,32:55,Video Referee,Try,Raiders,,,,Storm vs Raiders,2019
54,32:47,Try,Jarrod Croker,Raiders,,,18-4,Storm vs Raiders,2019
55,32:46,Linebreak,Jarrod Croker,Raiders,,,,Storm vs Raiders,2019
56,31:49,Interchange #2,,Storm,                   Tino Faasuamaleaui,                   Jesse Bromwich,,Storm vs Raiders,2019
57,31:44,Penalty - Early Tackle,Josh Addo-Carr,Storm,,,,Storm vs Raiders,2019
58,30:29,Penalty - Hand in the Ruck,Will Chambers,Storm,,,,Storm vs Raiders,2019
59,29:03,Conversion-Made,Cameron Smith,Storm,,,18-0,Storm vs Raiders,2019
60,28:03,Video Referee,Try,Storm,,,,Storm vs Raiders,2019
61,27:51,Try,Suliasi Vunivalu,Storm,,,16-0,Storm vs Raiders,2019
62,27:42,Error,Nick Cotric,Raiders,,,,Storm vs Raiders,2019
63,26:49,Error,Suliasi Vunivalu,Storm,,,,Storm vs Raiders,2019
64,26:44,Kick Bomb,Brodie Croft,Storm,,,,Storm vs Raiders,2019
65,25:55,Interchange - Sin Bin Return,Joseph Tapine,Raiders,,,,Storm vs Raiders,2019
66,25:10,Error,Dunamis Lui,Raiders,,,,Storm vs Raiders,2019
67,23:39,Error,Suliasi Vunivalu,Storm,,,,Storm vs Raiders,2019
68,23:16,Interchange #2,,Raiders,                   Corey Horsburgh,                   Josh Papalii,,Storm vs Raiders,2019
69,22:19,Error,Jahrome Hughes,Storm,,,,Storm vs Raiders,2019
70,21:51,Linebreak,Josh Addo-Carr,Storm,,,,Storm vs Raiders,2019
71,21:31,Interchange #1,,Storm,                   Tui Kamikamica,                   Nelson Asofa-Solomona,,Storm vs Raiders,2019
72,21:17,Interchange #1,,Raiders,                   Dunamis Lui,                   Iosia Soliola,,Storm vs Raiders,2019
73,19:04,Kick Bomb,Brodie Croft,Storm,,,,Storm vs Raiders,2019
74,18:03,Conversion-Made,Cameron Smith,Storm,,,12-0,Storm vs Raiders,2019
75,16:23,Try,Josh Addo-Carr,Storm,,,10-0,Storm vs Raiders,2019
76,16:21,Linebreak,Josh Addo-Carr,Storm,,,,Storm vs Raiders,2019
77,15:53,Sin Bin,Joseph Tapine,Raiders,,,,Storm vs Raiders,2019
78,15:45,Penalty - Punching,Joseph Tapine,Raiders,,,,Storm vs Raiders,2019
79,15:09,Error,Brodie Croft,Storm,,,,Storm vs Raiders,2019
80,14:28,Kick Bomb,Aidan Sezer,Raiders,,,,Storm vs Raiders,2019
81,13:28,Interchange - Sin Bin Return,Jack Wighton,Raiders,,,,Storm vs Raiders,2019
82,10:07,Penalty - Slow Peel,Felise Kaufusi,Storm,,,,Storm vs Raiders,2019
83,09:18,Error,Justin Olam,Storm,,,,Storm vs Raiders,2019
84,06:47,Conversion-Made,Cameron Smith,Storm,,,6-0,Storm vs Raiders,2019
85,05:05,Try,Justin Olam,Storm,,,4-0,Storm vs Raiders,2019
86,04:18,Penalty - Crowding,Charnze Nicoll-Klokstad,Raiders,,,,Storm vs Raiders,2019
87,03:29,Penalty - Lying in the Ruck,Iosia Soliola,Raiders,,,,Storm vs Raiders,2019
88,03:12,Sin Bin,Jack Wighton,Raiders,,,,Storm vs Raiders,2019
89,03:07,Penalty - Professional Foul,Jack Wighton,Raiders,,,,Storm vs Raiders,2019
90,03:04,Penalty - Slow Peel,Jack Wighton,Raiders,,,,Storm vs Raiders,2019
91,02:26,Line Dropout,Jack Wighton,Raiders,,,,Storm vs Raiders,2019
92,01:04,Error,Charnze Nicoll-Klokstad,Raiders,,,,Storm vs Raiders,2019
93,00:00,KICK OFF,,,,,,Storm vs Raiders,2019
