,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Penalties Conceded,On Reports,Completions (%),Completed Sets Ratio,Match,Team,Year
0,40%,22:17,153,"1,218",408,0,19,34.8,96,6,364,186,9,19,587,0,93%,7,1,87.6%,382,32,1,22,11,1,51%,18/35,Roosters vs Sea Eagles,Roosters,2014
1,60%,33:25,218,"1,874",605,2,32,38.3,186,14,487,264,14,22,583,4,79%,5,5,90%,280,19,0,12,2,0,76%,37/49,Roosters vs Sea Eagles,Sea Eagles,2014
