,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Errors,Penalties Conceded,Used,Completions (%),Completed Sets Ratio,Match,Team,Year
0,53%,29:21,172,"1,595",599,2,36,42,280,3.71s,6,414,235,43,20,470,3,50%,3,7,83.1%,314,45,0,19,7,4,8,84%,32/38,Panthers vs Sea Eagles,Panthers,2017
1,47%,26:02,169,"1,550",609,2,45,47,220,3.66s,12,369,195,26,20,461,4,70%,0,8,86.8%,323,36,3,13,9,14,8,76%,25/33,Panthers vs Sea Eagles,Sea Eagles,2017
