,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Errors,Penalties Conceded,Used,Head Injury Assessment,Completions (%),Completed Sets Ratio,Match,Team,Year
0,48%,29:57,190,"1,601",419,2,29,41.1,226,3.42s,7,465,248,10,29,759,1,63%,12,3,90.8%,413,35,7,9,4,10,1,82%,32/39,Knights vs Dragons,Knights,2019
1,52%,32:27,196,"1,671",425,2,35,39.8,201,3.49s,5,438,224,8,25,817,2,53%,4,1,89.4%,380,29,16,10,3,8,1,74%,31/42,Knights vs Dragons,Dragons,2019
