,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Errors,Penalties Conceded,Used,Head Injury Assessment,Completions (%),Completed Sets Ratio,Match,Team,Year
0,55%,28:49,188,"1,484",340,5,34,34.5,174,3.12s,14,396,206,44,16,506,2,78%,2,1,92.5%,345,19,9,11,7,7,0,79%,34/43,Storm vs Knights,Storm,2016
1,45%,23:34,160,"1,195",255,0,19,34.2,116,3.71s,7,361,189,24,22,605,1,50%,3,5,86.7%,372,34,23,6,11,7,1,83%,29/35,Storm vs Knights,Knights,2016
