,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Errors,Penalties Conceded,Used,Completions (%),Completed Sets Ratio,Match,Team,Year
0,45%,23:01,151,"1,337",380,3,30,33.4,141,3.51s,7,351,204,7,12,261,0,82%,4,5,83.2%,331,38,1,29,17,3,7,65%,26/40,Sharks vs Sea Eagles,Sharks,2017
1,55%,28:09,177,"1,648",573,7,38,44.6,131,3.65s,13,407,222,7,17,442,3,62%,5,3,86%,251,30,0,11,11,9,7,78%,29/37,Sharks vs Sea Eagles,Sea Eagles,2017
