,Time,Event Type,Player,Team,Player On,Player Off,Score,Match,Year
0,80:00,FULL TIME,,,,,,Sea Eagles vs Storm,2019
1,79:24,Conversion-Made,Cameron Smith,Storm,,,6-36,Sea Eagles vs Storm,2019
2,79:02,Interchange - Sin Bin Return,Will Chambers,Storm,,,,Sea Eagles vs Storm,2019
3,78:08,Video Referee,Try,Storm,,,,Sea Eagles vs Storm,2019
4,78:00,Try,Justin Olam,Storm,,,6-34,Sea Eagles vs Storm,2019
5,78:00,Linebreak,Justin Olam,Storm,,,,Sea Eagles vs Storm,2019
6,77:07,Line Dropout,Daly Cherry-Evans,Sea Eagles,,,,Sea Eagles vs Storm,2019
7,75:42,Interchange #8,,Storm,                   Brandon Smith,                   Dale Finucane,,Sea Eagles vs Storm,2019
8,74:43,Error,Apisai Koroisau,Sea Eagles,,,,Sea Eagles vs Storm,2019
9,74:24,Eagles Interchange - Free,,Sea,                   Taniela Paseka,                   Curtis Sironen,,Sea Eagles vs Storm,2019
10,73:42,Interchange #7,,Storm,                   Tom Eisenhuth,                   Jesse Bromwich,,Sea Eagles vs Storm,2019
11,73:21,Conversion-Made,Cameron Smith,Storm,,,6-30,Sea Eagles vs Storm,2019
12,71:43,Try,Ryan Papenhuyzen,Storm,,,6-28,Sea Eagles vs Storm,2019
13,71:43,Linebreak,Ryan Papenhuyzen,Storm,,,,Sea Eagles vs Storm,2019
14,71:04,Error,Jorge Taufua,Sea Eagles,,,,Sea Eagles vs Storm,2019
15,69:08,Error,Corey Waddell,Sea Eagles,,,,Sea Eagles vs Storm,2019
16,69:06,Eagles Interchange - Free,,Sea,                   Apisai Koroisau,                   Jack Gosiewski,,Sea Eagles vs Storm,2019
17,68:48,On Report,Will Chambers,Storm,,,,Sea Eagles vs Storm,2019
18,68:48,Sin Bin,Will Chambers,Storm,,,,Sea Eagles vs Storm,2019
19,68:26,Penalty - Dangerous Tackle,Will Chambers,Storm,,,,Sea Eagles vs Storm,2019
20,66:36,Error,Daly Cherry-Evans,Sea Eagles,,,,Sea Eagles vs Storm,2019
21,65:40,Penalties - Other,Justin Olam,Storm,,,,Sea Eagles vs Storm,2019
22,65:20,Kick Bomb,Daly Cherry-Evans,Sea Eagles,,,,Sea Eagles vs Storm,2019
23,64:32,Kick Bomb,Cameron Smith,Storm,,,,Sea Eagles vs Storm,2019
