,Time,Event Type,Player,Team,Player On,Player Off,Score,Match,Year
24,63:52,Interchange #6,,Storm,                   Tino Faasuamaleaui,                   Brandon Smith,,Sea Eagles vs Storm,2019
25,61:47,Penalty - Slow Peel,Jake Trbojevic,Sea Eagles,,,,Sea Eagles vs Storm,2019
26,60:37,Penalty Shot-Made,Cameron Smith,Storm,,,6-24,Sea Eagles vs Storm,2019
27,59:09,Penalty - Slow Peel,Curtis Sironen,Sea Eagles,,,,Sea Eagles vs Storm,2019
28,58:18,Error,Jorge Taufua,Sea Eagles,,,,Sea Eagles vs Storm,2019
29,57:31,Interchange #5,,Storm,                   Jesse Bromwich,                   Max King,,Sea Eagles vs Storm,2019
30,57:05,Kick Bomb,Daly Cherry-Evans,Sea Eagles,,,,Sea Eagles vs Storm,2019
31,54:51,Conversion-Missed,Cameron Smith,Storm,,,,Sea Eagles vs Storm,2019
32,53:43,Video Referee,Try,Storm,,,,Sea Eagles vs Storm,2019
33,53:33,Try,Justin Olam,Storm,,,6-22,Sea Eagles vs Storm,2019
34,52:20,Penalty - Slow Peel,Addin Fonua-Blake,Sea Eagles,,,,Sea Eagles vs Storm,2019
35,51:57,Error,Curtis Sironen,Sea Eagles,,,,Sea Eagles vs Storm,2019
36,51:35,Eagles Interchange #6,,Sea,                   Addin Fonua-Blake,                   Morgan Boyle,,Sea Eagles vs Storm,2019
37,50:51,Penalty - Slow Peel,Felise Kaufusi,Storm,,,,Sea Eagles vs Storm,2019
38,50:29,Eagles Interchange #5,,Sea,                   Martin Taupau,                   Taniela Paseka,,Sea Eagles vs Storm,2019
39,50:07,Interchange #4,,Storm,                   Dale Finucane,                   Nelson Asofa-Solomona,,Sea Eagles vs Storm,2019
40,49:30,Kick Bomb,Manase Fainu,Sea Eagles,,,,Sea Eagles vs Storm,2019
41,47:59,Error,Nelson Asofa-Solomona,Storm,,,,Sea Eagles vs Storm,2019
42,46:24,Error,Reuben Garrick,Sea Eagles,,,,Sea Eagles vs Storm,2019
43,44:06,Error,Nelson Asofa-Solomona,Storm,,,,Sea Eagles vs Storm,2019
44,40:50,Kick Bomb,Cameron Munster,Storm,,,,Sea Eagles vs Storm,2019
45,39:58,Error,Justin Olam,Storm,,,,Sea Eagles vs Storm,2019
46,37:42,Penalty - Slow Peel,Max King,Storm,,,,Sea Eagles vs Storm,2019
47,37:22,Conversion-Made,Reuben Garrick,Sea Eagles,,,6-18,Sea Eagles vs Storm,2019
48,36:34,Try,Taniela Paseka,Sea Eagles,,,4-18,Sea Eagles vs Storm,2019
49,36:34,Linebreak,Taniela Paseka,Sea Eagles,,,,Sea Eagles vs Storm,2019
50,36:02,Error,Suliasi Vunivalu,Storm,,,,Sea Eagles vs Storm,2019
51,34:36,Penalty - Dangerous Tackle,Nelson Asofa-Solomona,Storm,,,,Sea Eagles vs Storm,2019
52,33:09,Error,Josh Addo-Carr,Storm,,,,Sea Eagles vs Storm,2019
53,32:10,Interchange #3,,Storm,                   Max King,                   Dale Finucane,,Sea Eagles vs Storm,2019
54,32:01,Error,Taniela Paseka,Sea Eagles,,,,Sea Eagles vs Storm,2019
55,30:37,Conversion-Made,Cameron Smith,Storm,,,0-18,Sea Eagles vs Storm,2019
56,29:06,Try,Nelson Asofa-Solomona,Storm,,,0-16,Sea Eagles vs Storm,2019
57,29:06,Linebreak,Nelson Asofa-Solomona,Storm,,,,Sea Eagles vs Storm,2019
58,28:29,Line Dropout,Daly Cherry-Evans,Sea Eagles,,,,Sea Eagles vs Storm,2019
59,28:25,Interchange #2,,Storm,                   Nelson Asofa-Solomona,                   Jesse Bromwich,,Sea Eagles vs Storm,2019
60,28:18,Eagles Interchange #4,,Sea,                   Morgan Boyle,                   Addin Fonua-Blake,,Sea Eagles vs Storm,2019
61,26:58,Line Dropout,Daly Cherry-Evans,Sea Eagles,,,,Sea Eagles vs Storm,2019
62,26:24,Eagles Interchange #3,,Sea,                   Manase Fainu,                   Apisai Koroisau,,Sea Eagles vs Storm,2019
63,25:12,Line Dropout,Daly Cherry-Evans,Sea Eagles,,,,Sea Eagles vs Storm,2019
64,24:49,Eagles Interchange #2,,Sea,                   Taniela Paseka,                   Martin Taupau,,Sea Eagles vs Storm,2019
65,23:31,Error,Apisai Koroisau,Sea Eagles,,,,Sea Eagles vs Storm,2019
66,21:59,Line Dropout,Daly Cherry-Evans,Sea Eagles,,,,Sea Eagles vs Storm,2019
67,21:10,Linebreak,Justin Olam,Storm,,,,Sea Eagles vs Storm,2019
68,20:15,Conversion-Made,Cameron Smith,Storm,,,0-12,Sea Eagles vs Storm,2019
69,18:45,Try,Justin Olam,Storm,,,0-10,Sea Eagles vs Storm,2019
70,18:45,Linebreak,Justin Olam,Storm,,,,Sea Eagles vs Storm,2019
71,17:31,Error,Dylan Walker,Sea Eagles,,,,Sea Eagles vs Storm,2019
72,16:31,Error,Brandon Smith,Storm,,,,Sea Eagles vs Storm,2019
73,16:03,Line Dropout,Daly Cherry-Evans,Sea Eagles,,,,Sea Eagles vs Storm,2019
74,14:39,Interchange #1,,Storm,                   Brandon Smith,                   Nelson Asofa-Solomona,,Sea Eagles vs Storm,2019
75,14:08,Penalty - Offside inside 10m,Jake Trbojevic,Sea Eagles,,,,Sea Eagles vs Storm,2019
76,11:57,40/20 Kick,Daly Cherry-Evans,Sea Eagles,,,,Sea Eagles vs Storm,2019
77,08:51,Eagles Interchange #1,,Sea,                   Corey Waddell,                   Tom Trbojevic,,Sea Eagles vs Storm,2019
78,07:36,Conversion-Made,Cameron Smith,Storm,,,0-6,Sea Eagles vs Storm,2019
79,06:03,Try,Josh Addo-Carr,Storm,,,0-4,Sea Eagles vs Storm,2019
80,06:00,Linebreak,Josh Addo-Carr,Storm,,,,Sea Eagles vs Storm,2019
81,05:16,Linebreak,Nelson Asofa-Solomona,Storm,,,,Sea Eagles vs Storm,2019
82,04:25,Penalty - Ball Strip,Curtis Sironen,Sea Eagles,,,,Sea Eagles vs Storm,2019
83,04:12,Kick Bomb,Daly Cherry-Evans,Sea Eagles,,,,Sea Eagles vs Storm,2019
84,02:33,Kick Bomb,Daly Cherry-Evans,Sea Eagles,,,,Sea Eagles vs Storm,2019
85,01:37,Kick Bomb,Jahrome Hughes,Storm,,,,Sea Eagles vs Storm,2019
86,00:52,Kick Bomb,Daly Cherry-Evans,Sea Eagles,,,,Sea Eagles vs Storm,2019
87,00:00,KICK OFF,,,,,,Sea Eagles vs Storm,2019
