,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Errors,Penalties Conceded,Used,Completions (%),Completed Sets Ratio,Match,Team,Year
0,53%,27:51,174,"1,266",434,4,43,30.9,102,3.56s,6,379,193,26,21,553,1,85%,7,4,89.4%,328,25,14,10,5,8,80%,33/41,Eels vs Wests Tigers,Eels,2018
1,47%,24:42,157,"1,303",419,6,25,36.2,181,3.49s,11,366,193,24,19,475,1,69%,7,5,86.5%,358,43,13,9,9,8,75%,27/36,Eels vs Wests Tigers,Wests Tigers,2018
