,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Errors,Penalties Conceded,Used,Head Injury Assessment,Completions (%),Completed Sets Ratio,Match,Team,Year
0,48%,26:47,177,"1,484",444,4,41,39.1,188,3.37s,22,387,198,23,15,320,0,58%,6,4,86.5%,341,37,16,13,6,8,0,68%,26/38,Panthers vs Broncos,Panthers,2016
1,52%,29:00,185,"1,379",405,5,37,36.3,138,3.84s,13,420,220,27,22,557,1,67%,8,4,79.6%,331,41,44,9,6,8,1,84%,32/38,Panthers vs Broncos,Broncos,2016
