,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Errors,Penalties Conceded,Used,Head Injury Assessment,Completions (%),Completed Sets Ratio,Match,Team,Year
0,50%,26:38,210,"2,006",562,6,45,50.2,216,3.27s,13,418,220,56,19,441,1,58%,5,6,88.3%,318,22,20,10,11,8,2,78%,31/40,Rabbitohs vs Sea Eagles,Rabbitohs,2018
1,50%,26:38,167,"1,386",499,2,22,35.6,96,3.6s,12,375,211,51,18,432,1,64%,2,6,85.1%,342,45,15,12,4,7,0,74%,29/39,Rabbitohs vs Sea Eagles,Sea Eagles,2018
