,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Errors,Penalties Conceded,Used,Completions (%),Completed Sets Ratio,Match,Team,Year
0,47%,22:44,160,"1,431",396,4,34,43.4,170,3.22s,12,352,181,20,22,637,1,80%,4,4,82.2%,315,42,26,5,4,7,88%,29/33,Rabbitohs vs Wests Tigers,Rabbitohs,2017
1,53%,25:38,161,"1,806",529,8,42,50.2,263,3.49s,15,338,167,11,17,462,2,60%,2,4,85.8%,307,34,17,11,4,8,72%,26/36,Rabbitohs vs Wests Tigers,Wests Tigers,2017
