,Time,Event Type,Player,Team,Player On,Player Off,Score,Match,Year
0,80:00,FULL TIME,,,,,,Raiders vs Warriors,2019
1,77:22,Conversion-Made,Issac Luke,Warriors,,,20-24,Raiders vs Warriors,2019
2,76:07,Video Referee,Try,Warriors,,,,Raiders vs Warriors,2019
3,76:05,Try,Blake Green,Warriors,,,20-22,Raiders vs Warriors,2019
4,76:02,Linebreak,Blake Green,Warriors,,,,Raiders vs Warriors,2019
5,74:22,Penalty - Escorts,Josh Hodgson,Raiders,,,,Raiders vs Warriors,2019
6,73:44,Interchange #8,,Warriors,                   Jazz Tevaga,                   Lachlan Burr,,Raiders vs Warriors,2019
7,73:30,Error,Corey Horsburgh,Raiders,,,,Raiders vs Warriors,2019
8,72:44,Line Dropout,Issac Luke,Warriors,,,,Raiders vs Warriors,2019
9,71:34,Interchange #6,,Raiders,                   Josh Papalii,                   Ryan Sutton,,Raiders vs Warriors,2019
10,70:29,Error,Roger Tuivasa-Sheck,Warriors,,,,Raiders vs Warriors,2019
11,69:47,Conversion-Made,Issac Luke,Warriors,,,20-18,Raiders vs Warriors,2019
12,69:46,Interchange #7,,Warriors,                   Lachlan Burr,                   Leeson Ah Mau,,Raiders vs Warriors,2019
13,68:17,Try,Roger Tuivasa-Sheck,Warriors,,,20-16,Raiders vs Warriors,2019
14,68:15,Linebreak,Roger Tuivasa-Sheck,Warriors,,,,Raiders vs Warriors,2019
15,65:51,Interchange #6,,Warriors,                   Issac Luke,                   Adam Keighran,,Raiders vs Warriors,2019
16,65:25,Penalty - Escorts,Josh Curran,Warriors,,,,Raiders vs Warriors,2019
17,64:22,Penalty - Holding Down,Corey Horsburgh,Raiders,,,,Raiders vs Warriors,2019
18,62:31,Interchange #5,,Raiders,                   Siliva Havili,                   Emre Guler,,Raiders vs Warriors,2019
19,60:43,Error,Dunamis Lui,Raiders,,,,Raiders vs Warriors,2019
20,60:12,Line Dropout,Roger Tuivasa-Sheck,Warriors,,,,Raiders vs Warriors,2019
21,58:20,Error,Kodi Nikorima,Warriors,,,,Raiders vs Warriors,2019
22,57:24,Interchange #5,,Warriors,                   Ligi Sao,                   Lachlan Burr,,Raiders vs Warriors,2019
23,55:18,Conversion-Missed,Jarrod Croker,Raiders,,,,Raiders vs Warriors,2019
24,55:12,Interchange #4,,Raiders,                   Corey Horsburgh,                   Michael Oldfield,,Raiders vs Warriors,2019
25,53:49,Video Referee,Try,Raiders,,,,Raiders vs Warriors,2019
26,53:40,Try,Michael Oldfield,Raiders,,,20-12,Raiders vs Warriors,2019
27,53:35,Linebreak,Michael Oldfield,Raiders,,,,Raiders vs Warriors,2019
28,51:15,Error,Dunamis Lui,Raiders,,,,Raiders vs Warriors,2019
29,50:23,Penalty - Dangerous Tackle,Blake Green,Warriors,,,,Raiders vs Warriors,2019
30,49:43,Interchange #3,,Raiders,                   Dunamis Lui,                   Josh Papalii,,Raiders vs Warriors,2019
31,48:14,Interchange #4,,Warriors,                   Josh Curran,                   Jazz Tevaga,,Raiders vs Warriors,2019
32,47:39,Error,Nick Cotric,Raiders,,,,Raiders vs Warriors,2019
33,46:39,Error,Adam Pompey,Warriors,,,,Raiders vs Warriors,2019
34,46:33,Kick Bomb,Kodi Nikorima,Warriors,,,,Raiders vs Warriors,2019
35,46:05,Interchange #3,,Warriors,                   Leeson Ah Mau,                   Agnatius Paasi,,Raiders vs Warriors,2019
36,44:25,Interchange #2,,Warriors,                   Adam Keighran,                   Issac Luke,,Raiders vs Warriors,2019
37,43:58,Penalty - Shoulder Charge,Isaiah Papali'i,Warriors,,,,Raiders vs Warriors,2019
38,42:11,Error,Nick Cotric,Raiders,,,,Raiders vs Warriors,2019
39,41:53,Linebreak,Bailey Simonsson,Raiders,,,,Raiders vs Warriors,2019
40,40:00,Conversion-Missed,Jarrod Croker,Raiders,,,,Raiders vs Warriors,2019
41,39:59,Try,Josh Hodgson,Raiders,,,16-12,Raiders vs Warriors,2019
42,39:57,Linebreak,Josh Hodgson,Raiders,,,,Raiders vs Warriors,2019
43,39:18,Penalty - Ball Strip,Isaiah Papali'i,Warriors,,,,Raiders vs Warriors,2019
44,37:38,Error,Jarrod Croker,Raiders,,,,Raiders vs Warriors,2019
45,36:18,Penalty - 2nd Effort,Agnatius Paasi,Warriors,,,,Raiders vs Warriors,2019
46,34:29,Conversion-Made,Jarrod Croker,Raiders,,,12-12,Raiders vs Warriors,2019
47,32:56,Try,Josh Papalii,Raiders,,,10-12,Raiders vs Warriors,2019
48,32:55,Linebreak,Josh Papalii,Raiders,,,,Raiders vs Warriors,2019
49,31:49,Error,Taane Milne,Warriors,,,,Raiders vs Warriors,2019
50,31:17,Interchange - HIA Cleared,,Warriors,                   Agnatius Paasi,                   Ligi Sao,,Raiders vs Warriors,2019
51,31:15,Conversion-Made,Issac Luke,Warriors,,,6-12,Raiders vs Warriors,2019
52,29:46,Try,Adam Pompey,Warriors,,,6-10,Raiders vs Warriors,2019
53,29:45,Linebreak,Adam Pompey,Warriors,,,,Raiders vs Warriors,2019
54,28:10,Penalty - Marker Not Square,Josh Hodgson,Raiders,,,,Raiders vs Warriors,2019
55,26:21,Penalty - Slow Peel,Kodi Nikorima,Warriors,,,,Raiders vs Warriors,2019
56,25:15,Interchange #1,,Warriors,                   Ligi Sao,                   Leeson Ah Mau,,Raiders vs Warriors,2019
57,25:04,Error,Nick Cotric,Raiders,,,,Raiders vs Warriors,2019
58,24:53,Interchange #2,,Raiders,                   Ryan Sutton,                   Corey Horsburgh,,Raiders vs Warriors,2019
59,24:49,Interchange #1,,Raiders,                   Emre Guler,                   Dunamis Lui,,Raiders vs Warriors,2019
60,23:23,Linebreak,Hudson Young,Raiders,,,,Raiders vs Warriors,2019
61,20:57,Conversion-Made,Issac Luke,Warriors,,,6-6,Raiders vs Warriors,2019
62,19:44,Try,Lachlan Burr,Warriors,,,6-4,Raiders vs Warriors,2019
63,19:43,Linebreak,Lachlan Burr,Warriors,,,,Raiders vs Warriors,2019
64,18:54,Penalty - Ball Strip,Bailey Simonsson,Raiders,,,,Raiders vs Warriors,2019
65,18:33,Penalty - Ball Strip,Dunamis Lui,Raiders,,,,Raiders vs Warriors,2019
66,17:25,Penalty - Ball Strip,Dunamis Lui,Raiders,,,,Raiders vs Warriors,2019
67,17:01,Interchange - HIA,,Warriors,                   Lachlan Burr,                   Agnatius Paasi,,Raiders vs Warriors,2019
68,16:05,Kick Bomb,Roger Tuivasa-Sheck,Warriors,,,,Raiders vs Warriors,2019
69,13:44,Penalty Shot-Made,Jarrod Croker,Raiders,,,6-0,Raiders vs Warriors,2019
70,12:34,Penalty - Dangerous Tackle,Agnatius Paasi,Warriors,,,,Raiders vs Warriors,2019
71,11:27,Error,Roger Tuivasa-Sheck,Warriors,,,,Raiders vs Warriors,2019
72,10:15,Conversion-Missed,Jarrod Croker,Raiders,,,,Raiders vs Warriors,2019
73,08:52,Video Referee,Try,Raiders,,,,Raiders vs Warriors,2019
74,08:50,Try,Sebastian Kris,Raiders,,,4-0,Raiders vs Warriors,2019
75,07:47,Error,Adam Pompey,Warriors,,,,Raiders vs Warriors,2019
76,06:48,Error,Dunamis Lui,Raiders,,,,Raiders vs Warriors,2019
77,05:49,Penalty - Offside inside 10m,Jazz Tevaga,Warriors,,,,Raiders vs Warriors,2019
78,03:43,Penalty - Working on the Ground,Josh Papalii,Raiders,,,,Raiders vs Warriors,2019
79,01:33,Error,Blake Ayshford,Warriors,,,,Raiders vs Warriors,2019
