,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Errors,Penalties Conceded,Used,Completions (%),Completed Sets Ratio,Match,Team,Year
0,45%,23:13,169,"1,372",434,3,23,33.5,175,3.26s,9,386,201,20,21,457,4,62%,6,5,91.8%,360,23,1,9,12,10,8,76%,31/41,Roosters vs Wests Tigers,Roosters,2018
1,55%,28:23,187,"1,450",457,1,23,33.7,243,3.37s,6,437,239,34,24,491,5,67%,5,12,90.8%,376,23,0,15,13,9,8,79%,34/43,Roosters vs Wests Tigers,Wests Tigers,2018
