,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Penalties Conceded,Completions (%),Completed Sets Ratio,Match,Team,Year
0,58%,28:56,140,"1,413",345,2,21,32.9,150,4,350,193,10,21,440,4,100%,2,8,92.1%,292,15,10,7,70%,30/43,Wests Tigers vs Sea Eagles,Wests Tigers,2013
1,42%,20:57,135,"1,539",324,4,15,41.6,210,5,353,192,6,20,576,2,90%,0,3,92.1%,292,21,4,12,84%,31/37,Wests Tigers vs Sea Eagles,Sea Eagles,2013
