,Time,Event Type,Player,Team,Player On,Player Off,Score,Match,Year
0,80:00,FULL TIME,,,,,,Warriors vs Sea Eagles,2019
1,78:43,Penalties - Other,Ken Maumalo,Warriors,,,,Warriors vs Sea Eagles,2019
2,78:36,Conversion-Made,Chanel Harris-Tavita,Warriors,,,24-16,Warriors vs Sea Eagles,2019
3,77:14,Video Referee,Try,Warriors,,,,Warriors vs Sea Eagles,2019
4,76:59,Interchange - Sin Bin Return,Adam Blair,Warriors,,,,Warriors vs Sea Eagles,2019
5,76:54,Try,Jazz Tevaga,Warriors,,,22-16,Warriors vs Sea Eagles,2019
6,76:53,Linebreak,Jazz Tevaga,Warriors,,,,Warriors vs Sea Eagles,2019
7,75:40,Error,Apisai Koroisau,Sea Eagles,,,,Warriors vs Sea Eagles,2019
8,75:17,Conversion-Made,Reuben Garrick,Sea Eagles,,,18-16,Warriors vs Sea Eagles,2019
9,74:30,Video Referee,Try,Sea Eagles,,,,Warriors vs Sea Eagles,2019
10,74:19,Try,Reuben Garrick,Sea Eagles,,,18-14,Warriors vs Sea Eagles,2019
11,74:14,Linebreak,Moses Suli,Sea Eagles,,,,Warriors vs Sea Eagles,2019
12,73:18,Eagles Interchange #6,,Sea,                   Apisai Koroisau,                   Curtis Sironen,,Warriors vs Sea Eagles,2019
13,73:11,Conversion-Made,Reuben Garrick,Sea Eagles,,,18-10,Warriors vs Sea Eagles,2019
14,72:03,Try,Reuben Garrick,Sea Eagles,,,18-8,Warriors vs Sea Eagles,2019
15,72:03,Linebreak,Reuben Garrick,Sea Eagles,,,,Warriors vs Sea Eagles,2019
16,70:43,Penalty - Hand in the Ruck,Roger Tuivasa-Sheck,Warriors,,,,Warriors vs Sea Eagles,2019
17,69:08,Error,Curtis Sironen,Sea Eagles,,,,Warriors vs Sea Eagles,2019
18,68:43,Conversion-Missed,Reuben Garrick,Sea Eagles,,,,Warriors vs Sea Eagles,2019
19,67:40,Try,Joel Thompson,Sea Eagles,,,18-4,Warriors vs Sea Eagles,2019
20,67:40,Linebreak,Joel Thompson,Sea Eagles,,,,Warriors vs Sea Eagles,2019
21,67:02,Sin Bin,Adam Blair,Warriors,,,,Warriors vs Sea Eagles,2019
