,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Penalties Conceded,Completions (%),Completed Sets Ratio,Match,Team,Year
0,66%,34:50,187,"1,722",640,3,28,41,303,11,432,227,23,22,550,2,92%,6,10,86.8%,269,16,25,7,81%,34/42,Broncos vs Titans,Broncos,2014
1,34%,17:56,138,"1,097",411,1,16,34.3,108,13,310,148,9,16,621,0,88%,2,1,89%,388,28,20,8,66%,21/32,Broncos vs Titans,Titans,2014
