,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Penalties Conceded,On Reports,Completions (%),Completed Sets Ratio,Match,Team,Year
0,39%,18:30,155,"1,287",472,3,25,29.9,147,6,366,196,11,19,654,4,94%,0,6,93.1%,283,16,5,5,1,79%,34/43,Rabbitohs vs Sea Eagles,Rabbitohs,2013
1,61%,28:57,130,"1,319",476,2,16,38.8,225,4,350,202,8,15,412,4,88%,4,5,90.7%,332,25,9,10,1,65%,22/34,Rabbitohs vs Sea Eagles,Sea Eagles,2013
