,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Errors,Penalties Conceded,Used,Head Injury Assessment,Completions (%),Completed Sets Ratio,Match,Team,Year
0,52%,27:23,173,"1,601",509,4,33,42.1,173,3.57s,7,396,209,11,20,490,1,91%,5,6,86.4%,299,35,12,9,5,8,0,79%,30/38,Cowboys vs Titans,Cowboys,2019
1,48%,25:16,169,"1,493",388,5,35,40.4,197,3.12s,9,387,214,9,21,559,4,70%,8,5,89.2%,364,33,11,14,7,6,2,65%,24/37,Cowboys vs Titans,Titans,2019
