,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Errors,Penalties Conceded,Used,Completions (%),Completed Sets Ratio,Match,Team,Year
0,56%,26:33,190,"1,916",610,7,39,47.9,235,3.48s,11,449,255,13,18,303,1,29%,6,7,84.6%,237,24,19,12,7,8,72%,29/40,Sea Eagles vs Knights,Sea Eagles,2016
1,44%,20:51,135,"1,141",394,2,24,31.7,54,3.44s,9,352,197,2,19,546,0,77%,2,5,87.1%,359,39,14,10,7,8,75%,27/36,Sea Eagles vs Knights,Knights,2016
