,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Errors,Penalties Conceded,Used,Completions (%),Completed Sets Ratio,Match,Team,Year
0,57%,29:36,204,"1,870",501,11,47,44.5,251,3.96s,15,443,249,35,22,506,3,71%,1,8,86.2%,282,33,1,12,6,2,8,88%,37/42,Broncos vs Roosters,Broncos,2017
1,43%,22:20,162,"1,465",457,5,33,50.5,151,3.45s,9,340,183,19,16,480,0,100%,3,2,82.5%,353,47,1,28,10,8,8,76%,22/29,Broncos vs Roosters,Roosters,2017
