,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Errors,Penalties Conceded,Used,Head Injury Assessment,Completions (%),Completed Sets Ratio,Match,Team,Year
0,51%,23:37,176,"1,508",475,6,36,41.9,190,3.45s,7,380,204,16,16,361,3,64%,3,7,87.8%,289,27,13,12,6,6,2,78%,28/36,Warriors vs Dragons,Warriors,2016
1,49%,22:41,168,"1,348",406,3,27,35.5,128,3.59s,9,370,208,23,17,397,3,80%,3,4,87.6%,318,36,9,11,8,8,2,74%,28/38,Warriors vs Dragons,Dragons,2016
