,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Errors,Penalties Conceded,Used,Head Injury Assessment,Completions (%),Completed Sets Ratio,Match,Team,Year
0,51%,28:08,212,"1,612",481,3,32,37.5,183,3.38s,11,441,250,6,22,471,2,73%,7,7,87.6%,332,31,16,8,5,8,0,86%,37/43,Titans vs Bulldogs,Titans,2019
1,49%,27:01,186,"1,627",484,5,31,41.7,172,3.34s,11,381,193,5,20,466,1,86%,6,5,87.1%,330,33,16,14,11,7,1,74%,29/39,Titans vs Bulldogs,Bulldogs,2019
