,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Penalties Conceded,Completions (%),Completed Sets Ratio,Match,Team,Year
0,45%,23:40,144,"1,422",471,7,25,39.5,117,10,386,214,5,16,465,0,94%,1,0,91.8%,357,17,15,5,72%,26/36,Eels vs Wests Tigers,Eels,2013
1,55%,28:56,160,"1,568",540,6,17,44.8,272,13,402,214,13,20,456,3,93%,5,4,88.8%,301,25,13,5,74%,26/35,Eels vs Wests Tigers,Wests Tigers,2013
