,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Penalties Conceded,On Reports,Completions (%),Completed Sets Ratio,Match,Team,Year
0,54%,27:43,165,"1,427",520,3,19,39.6,114,6,395,207,20,19,509,1,93%,5,4,88.3%,340,33,12,8,2,69%,25/36,Broncos vs Cowboys,Broncos,2014
1,46%,23:37,177,"1,567",571,1,33,42.4,214,11,402,208,8,17,416,1,83%,1,3,92.5%,331,19,8,4,0,62%,23/37,Broncos vs Cowboys,Cowboys,2014
