,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Penalties Conceded,Completions (%),Completed Sets Ratio,Match,Team,Year
0,62%,29:54,168,"1,540",486,3,26,42.8,191,10,346,179,4,20,695,1,89%,2,3,89.6%,344,30,10,9,81%,29/36,Storm vs Raiders,Storm,2013
1,38%,18:20,177,"1,694",529,4,30,43.5,135,8,387,212,1,21,513,0,86%,2,2,88.2%,314,26,16,6,87%,34/39,Storm vs Raiders,Raiders,2013
