,Time,Event Type,Player,Team,Player On,Player Off,Score,Match,Year
44,45:33,Video Referee,Try,Dragons,,,,Titans vs Dragons,2019
45,45:24,Try,Corey Norman,Dragons,,,6-10,Titans vs Dragons,2019
46,45:17,Linebreak,Euan Aitken,Dragons,,,,Titans vs Dragons,2019
47,44:23,Error,Tanah Boyd,Titans,,,,Titans vs Dragons,2019
48,43:51,Linebreak,Alexander Brimson,Titans,,,,Titans vs Dragons,2019
49,43:21,Kick Bomb,Corey Norman,Dragons,,,,Titans vs Dragons,2019
50,39:25,Error,Jeremy Latimore,Dragons,,,,Titans vs Dragons,2019
51,38:04,Kick Bomb,Alexander Brimson,Titans,,,,Titans vs Dragons,2019
52,37:15,Kick Bomb,Ben Hunt,Dragons,,,,Titans vs Dragons,2019
53,36:18,Conversion-Made,Gareth Widdop,Dragons,,,6-6,Titans vs Dragons,2019
54,35:02,Try,Jonus Pearson,Dragons,,,6-4,Titans vs Dragons,2019
55,34:52,Linebreak,Jonus Pearson,Dragons,,,,Titans vs Dragons,2019
56,34:10,Error,Jai Whitbread,Titans,,,,Titans vs Dragons,2019
57,32:24,Kick Bomb,Tanah Boyd,Titans,,,,Titans vs Dragons,2019
58,32:15,Interchange #3,,Titans,                   Nathan Peats,                   Jai Arrow,,Titans vs Dragons,2019
59,30:45,Interchange #3,,Dragons,                   Korbin Sims,                   Paul Vaughan,,Titans vs Dragons,2019
60,30:38,Interchange #2,,Dragons,                   Jeremy Latimore,                   James Graham,,Titans vs Dragons,2019
61,27:42,Error,Jesse Arthars,Titans,,,,Titans vs Dragons,2019
62,26:08,Penalty - Dangerous Tackle,Jonus Pearson,Dragons,,,,Titans vs Dragons,2019
63,26:04,Kick Bomb,Ben Hunt,Dragons,,,,Titans vs Dragons,2019
64,23:37,Error,James Graham,Dragons,,,,Titans vs Dragons,2019
65,22:53,Line Dropout,Jai Arrow,Titans,,,,Titans vs Dragons,2019
66,22:48,Interchange #2,,Titans,                   Jai Whitbread,                   Jarrod Wallace,,Titans vs Dragons,2019
67,22:26,Interchange #1,,Dragons,                   Luciano Leilua,                   Blake Lawrie,,Titans vs Dragons,2019
68,22:10,Kick Bomb,Ben Hunt,Dragons,,,,Titans vs Dragons,2019
69,19:17,Error,Gareth Widdop,Dragons,,,,Titans vs Dragons,2019
70,18:27,Penalty - Hand in the Ruck,Kevin Proctor,Titans,,,,Titans vs Dragons,2019
71,17:40,Penalty - Hand in the Ruck,Brian Kelly,Titans,,,,Titans vs Dragons,2019
72,16:55,Kick Bomb,Tanah Boyd,Titans,,,,Titans vs Dragons,2019
73,16:05,Kick Bomb,Corey Norman,Dragons,,,,Titans vs Dragons,2019
74,14:35,Conversion-Made,Michael Gordon,Titans,,,6-0,Titans vs Dragons,2019
75,13:04,Try,Jai Arrow,Titans,,,4-0,Titans vs Dragons,2019
76,13:04,Linebreak,Jai Arrow,Titans,,,,Titans vs Dragons,2019
77,12:03,Line Dropout,Corey Norman,Dragons,,,,Titans vs Dragons,2019
78,11:00,Interchange #1,,Titans,                   Bryce Cartwright,                   Nathan Peats,,Titans vs Dragons,2019
79,10:23,Error,Jackson Ford,Dragons,,,,Titans vs Dragons,2019
80,09:42,Error,Tanah Boyd,Titans,,,,Titans vs Dragons,2019
81,03:20,Error,Jonus Pearson,Dragons,,,,Titans vs Dragons,2019
82,01:46,Kick Bomb,Tanah Boyd,Titans,,,,Titans vs Dragons,2019
83,00:00,KICK OFF,,,,,,Titans vs Dragons,2019
