,Time,Event Type,Player,Team,Player On,Player Off,Score,Match,Year
0,80:00,FULL TIME,,,,,,Titans vs Dragons,2019
1,79:59,Error,Brian Kelly,Titans,,,,Titans vs Dragons,2019
2,79:45,Error,Gareth Widdop,Dragons,,,,Titans vs Dragons,2019
3,79:41,Error,Michael Gordon,Titans,,,,Titans vs Dragons,2019
4,79:38,Linebreak,Michael Gordon,Titans,,,,Titans vs Dragons,2019
5,77:35,Interchange #8,,Dragons,                   Jeremy Latimore,                   Josh Kerr,,Titans vs Dragons,2019
6,74:42,Conversion-Made,Michael Gordon,Titans,,,16-24,Titans vs Dragons,2019
7,74:16,Try,Phillip Sami,Titans,,,14-24,Titans vs Dragons,2019
8,74:16,Linebreak,Phillip Sami,Titans,,,,Titans vs Dragons,2019
9,73:43,Conversion-Made,Gareth Widdop,Dragons,,,10-24,Titans vs Dragons,2019
10,72:10,Try,Ben Hunt,Dragons,,,10-22,Titans vs Dragons,2019
11,72:04,Linebreak,Gareth Widdop,Dragons,,,,Titans vs Dragons,2019
12,72:02,Interchange #7,,Dragons,                   Blake Lawrie,                   James Graham,,Titans vs Dragons,2019
13,71:28,Kick Bomb,Ryley Jacks,Titans,,,,Titans vs Dragons,2019
14,69:33,Interchange #8,,Titans,                   Bryce Cartwright,                   Jai Arrow,,Titans vs Dragons,2019
15,67:37,Conversion-Made,Gareth Widdop,Dragons,,,10-18,Titans vs Dragons,2019
16,67:12,Interchange #7,,Titans,                   Jack Stockwell,                   Jarrod Wallace,,Titans vs Dragons,2019
17,66:44,Video Referee,Try,Dragons,,,,Titans vs Dragons,2019
18,66:38,Try,Ben Hunt,Dragons,,,10-16,Titans vs Dragons,2019
19,66:38,Linebreak,Ben Hunt,Dragons,,,,Titans vs Dragons,2019
20,65:15,Error,Nathan Peats,Titans,,,,Titans vs Dragons,2019
21,64:37,Interchange #6,,Titans,                   Ryley Jacks,                   Mitch Rein,,Titans vs Dragons,2019
22,61:33,Error,Paul Vaughan,Dragons,,,,Titans vs Dragons,2019
23,60:37,Penalty - Dangerous Tackle,Mitch Rein,Titans,,,,Titans vs Dragons,2019
24,60:27,Line Dropout,Jai Arrow,Titans,,,,Titans vs Dragons,2019
25,57:35,Interchange #6,,Dragons,                   Paul Vaughan,                   Korbin Sims,,Titans vs Dragons,2019
26,57:35,Interchange #5,,Dragons,                   James Graham,                   Luciano Leilua,,Titans vs Dragons,2019
27,57:13,Error,Euan Aitken,Dragons,,,,Titans vs Dragons,2019
28,55:37,Error,Jonus Pearson,Dragons,,,,Titans vs Dragons,2019
29,54:39,Conversion-Missed,Michael Gordon,Titans,,,,Titans vs Dragons,2019
30,53:05,Try,Mitch Rein,Titans,,,10-12,Titans vs Dragons,2019
31,53:01,Linebreak,Mitch Rein,Titans,,,,Titans vs Dragons,2019
32,51:49,Linebreak,Josh Kerr,Dragons,,,,Titans vs Dragons,2019
33,51:31,Interchange #4,,Dragons,                   Josh Kerr,                   Jeremy Latimore,,Titans vs Dragons,2019
34,51:31,Linebreak,Corey Norman,Dragons,,,,Titans vs Dragons,2019
35,51:24,Error,Jarrod Wallace,Titans,,,,Titans vs Dragons,2019
36,51:08,Penalty - Slow Peel,Jeremy Latimore,Dragons,,,,Titans vs Dragons,2019
37,49:55,Error,Luciano Leilua,Dragons,,,,Titans vs Dragons,2019
38,49:00,Error,Brian Kelly,Titans,,,,Titans vs Dragons,2019
39,48:13,Linebreak,Timoteo Lafai,Dragons,,,,Titans vs Dragons,2019
40,47:56,Kick Bomb,Tanah Boyd,Titans,,,,Titans vs Dragons,2019
41,46:17,Interchange #5,,Titans,                   Jarrod Wallace,                   Bryce Cartwright,,Titans vs Dragons,2019
42,46:17,Interchange #4,,Titans,                   Jai Arrow,                   Jai Whitbread,,Titans vs Dragons,2019
43,46:11,Conversion-Made,Gareth Widdop,Dragons,,,6-12,Titans vs Dragons,2019
