,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Errors,Penalties Conceded,Used,Completions (%),Completed Sets Ratio,Match,Team,Year
0,40%,17:20,139,"1,206",389,6,21,40.2,120,3.21s,11,258,134,31,8,236,0,36%,1,2,88.7%,329,31,1,11,12,7,8,63%,19/30,Storm vs Titans,Storm,2017
1,60%,26:01,166,"1,315",521,3,31,37.6,189,3.39s,8,400,231,32,17,392,1,0%,6,3,84.3%,210,21,1,18,8,6,7,80%,28/35,Storm vs Titans,Titans,2017
