,Time,Event Type,Player,Team,Player On,Player Off,Score,Match,Year
55,34:09,Penalty Shot-Made,Paul Momirovski,Wests Tigers,,,4-4,Wests Tigers vs Sharks,2019
56,32:58,Interchange #3,,Sharks,                   Braden Hamlin-Uele,                   Paul Gallen,,Wests Tigers vs Sharks,2019
57,32:44,Penalty - Marker Not Square,Jack Williams,Sharks,,,,Wests Tigers vs Sharks,2019
58,32:08,Error,Bronson Xerri,Sharks,,,,Wests Tigers vs Sharks,2019
59,27:53,Line Dropout,Benji Marshall,Wests Tigers,,,,Wests Tigers vs Sharks,2019
60,27:40,Tigers Interchange #3,,Wests,                   Josh Reynolds,                   Matthew Eisenhuth,,Wests Tigers vs Sharks,2019
61,27:13,Kick Bomb,Shaun Johnson,Sharks,,,,Wests Tigers vs Sharks,2019
62,26:38,Interchange #2,,Sharks,                   Jack Williams,                   Andrew Fifita,,Wests Tigers vs Sharks,2019
63,24:53,Error,Aaron Woods,Sharks,,,,Wests Tigers vs Sharks,2019
64,24:17,Penalty - Crowding,Ryan Matterson,Wests Tigers,,,,Wests Tigers vs Sharks,2019
65,23:43,Interchange #1,,Sharks,                   Aaron Woods,                   Matt Prior,,Wests Tigers vs Sharks,2019
66,23:29,Kick Bomb,Luke Brooks,Wests Tigers,,,,Wests Tigers vs Sharks,2019
67,22:50,Tigers Interchange #2,,Wests,                   Elijah Taylor,                   Oliver Clark,,Wests Tigers vs Sharks,2019
68,21:12,Conversion-Missed,Shaun Johnson,Sharks,,,,Wests Tigers vs Sharks,2019
69,19:48,Video Referee,Try,Sharks,,,,Wests Tigers vs Sharks,2019
70,19:39,Try,Briton Nikora,Sharks,,,2-4,Wests Tigers vs Sharks,2019
71,19:39,Linebreak,Briton Nikora,Sharks,,,,Wests Tigers vs Sharks,2019
72,18:26,Tigers Interchange #1,,Wests,                   Alex Twal,                   Thomas Mikaele,,Wests Tigers vs Sharks,2019
73,18:09,40/20 Kick,Chad Townsend,Sharks,,,,Wests Tigers vs Sharks,2019
74,17:36,Kick Bomb,Luke Brooks,Wests Tigers,,,,Wests Tigers vs Sharks,2019
75,15:36,Error,Oliver Clark,Wests Tigers,,,,Wests Tigers vs Sharks,2019
76,15:01,Error,Paul Gallen,Sharks,,,,Wests Tigers vs Sharks,2019
77,14:06,Penalty - Dangerous Tackle,Robert Jennings,Wests Tigers,,,,Wests Tigers vs Sharks,2019
78,14:01,Kick Bomb,Luke Brooks,Wests Tigers,,,,Wests Tigers vs Sharks,2019
79,13:02,Error,Ronaldo Mulitalo,Sharks,,,,Wests Tigers vs Sharks,2019
80,13:01,Error,Luke Garner,Wests Tigers,,,,Wests Tigers vs Sharks,2019
81,08:54,Error,Chad Townsend,Sharks,,,,Wests Tigers vs Sharks,2019
82,07:47,Error,Michael Chee-Kam,Wests Tigers,,,,Wests Tigers vs Sharks,2019
83,06:03,Penalties - Other,Josh Dugan,Sharks,,,,Wests Tigers vs Sharks,2019
84,05:23,Penalty Shot-Made,Paul Momirovski,Wests Tigers,,,2-0,Wests Tigers vs Sharks,2019
85,04:19,Penalty - Offside inside 10m,Matt Prior,Sharks,,,,Wests Tigers vs Sharks,2019
86,02:57,Penalty - Slow Peel,Jayden Brailey,Sharks,,,,Wests Tigers vs Sharks,2019
87,00:00,KICK OFF,,,,,,Wests Tigers vs Sharks,2019
