,Time,Event Type,Player,Team,Player On,Player Off,Score,Match,Year
0,80:00,FULL TIME,,,,,,Wests Tigers vs Sharks,2019
1,79:24,Drop Goal-Made,Paul Gallen,Sharks,,,8-25,Wests Tigers vs Sharks,2019
2,78:20,Error,Robert Jennings,Wests Tigers,,,,Wests Tigers vs Sharks,2019
3,77:20,Interchange #8,,Sharks,                   Aaron Woods,                   Shaun Johnson,,Wests Tigers vs Sharks,2019
4,76:47,Interchange #7,,Sharks,                   Andrew Fifita,                   Matt Prior,,Wests Tigers vs Sharks,2019
5,75:15,Penalty - Offside inside 10m,Jayden Brailey,Sharks,,,,Wests Tigers vs Sharks,2019
6,74:54,Error,Sosaia Feki,Sharks,,,,Wests Tigers vs Sharks,2019
7,74:50,Kick Bomb,Luke Brooks,Wests Tigers,,,,Wests Tigers vs Sharks,2019
8,73:26,Penalty - Dangerous Tackle,Wade Graham,Sharks,,,,Wests Tigers vs Sharks,2019
9,73:20,Error,Josh Morris,Sharks,,,,Wests Tigers vs Sharks,2019
10,72:23,Error,Michael Chee-Kam,Wests Tigers,,,,Wests Tigers vs Sharks,2019
11,71:15,Tigers Interchange #8,,Wests,                   Elijah Taylor,                   Matthew Eisenhuth,,Wests Tigers vs Sharks,2019
12,70:06,Interchange #6,,Sharks,                   Kurt Capewell,                   Jack Williams,,Wests Tigers vs Sharks,2019
13,69:42,Penalty - Obstruction,Thomas Mikaele,Wests Tigers,,,,Wests Tigers vs Sharks,2019
14,69:03,Penalty - Offside General,Bronson Xerri,Sharks,,,,Wests Tigers vs Sharks,2019
15,69:02,Error,Sosaia Feki,Sharks,,,,Wests Tigers vs Sharks,2019
16,68:22,Penalty - Ball Strip,Matt Prior,Sharks,,,,Wests Tigers vs Sharks,2019
17,67:01,Interchange #5,,Sharks,                   Matt Prior,                   Aaron Woods,,Wests Tigers vs Sharks,2019
18,66:57,Error,Paul Gallen,Sharks,,,,Wests Tigers vs Sharks,2019
19,66:40,Interchange #4,,Sharks,                   Paul Gallen,                   Braden Hamlin-Uele,,Wests Tigers vs Sharks,2019
20,65:50,Error,Luke Brooks,Wests Tigers,,,,Wests Tigers vs Sharks,2019
21,65:34,Tigers Interchange #7,,Wests,                   Thomas Mikaele,                   Alex Twal,,Wests Tigers vs Sharks,2019
22,64:59,Error,Ronaldo Mulitalo,Sharks,,,,Wests Tigers vs Sharks,2019
23,63:47,Error,David Nofoaluma,Wests Tigers,,,,Wests Tigers vs Sharks,2019
24,62:16,Error,Luke Brooks,Wests Tigers,,,,Wests Tigers vs Sharks,2019
25,61:35,Conversion-Missed,Paul Momirovski,Wests Tigers,,,,Wests Tigers vs Sharks,2019
26,60:28,Try,Luke Garner,Wests Tigers,,,8-24,Wests Tigers vs Sharks,2019
27,60:22,Linebreak,Luke Garner,Wests Tigers,,,,Wests Tigers vs Sharks,2019
28,59:36,Error,Jayden Brailey,Sharks,,,,Wests Tigers vs Sharks,2019
29,58:23,Error,Michael Chee-Kam,Wests Tigers,,,,Wests Tigers vs Sharks,2019
30,58:07,Tigers Interchange #6,,Wests,                   Ryan Matterson,                   Elijah Taylor,,Wests Tigers vs Sharks,2019
31,57:34,Error,Sosaia Feki,Sharks,,,,Wests Tigers vs Sharks,2019
32,56:42,Penalty - Obstruction,Michael Chee-Kam,Wests Tigers,,,,Wests Tigers vs Sharks,2019
33,54:13,Error,Josh Reynolds,Wests Tigers,,,,Wests Tigers vs Sharks,2019
34,54:07,Tigers Interchange #5,,Wests,                   Robbie Farah,                   Chris Lawrence,,Wests Tigers vs Sharks,2019
35,53:40,Error,Jack Williams,Sharks,,,,Wests Tigers vs Sharks,2019
36,52:38,Error,Luke Brooks,Wests Tigers,,,,Wests Tigers vs Sharks,2019
37,51:41,Tigers Interchange #4,,Wests,                   Matthew Eisenhuth,                   Ryan Matterson,,Wests Tigers vs Sharks,2019
38,51:36,Conversion-Made,Shaun Johnson,Sharks,,,4-24,Wests Tigers vs Sharks,2019
39,50:03,Try,Sosaia Feki,Sharks,,,4-22,Wests Tigers vs Sharks,2019
40,50:00,Linebreak,Sosaia Feki,Sharks,,,,Wests Tigers vs Sharks,2019
41,48:59,Conversion-Made,Shaun Johnson,Sharks,,,4-18,Wests Tigers vs Sharks,2019
42,47:19,Try,Sosaia Feki,Sharks,,,4-16,Wests Tigers vs Sharks,2019
43,47:18,Linebreak,Sosaia Feki,Sharks,,,,Wests Tigers vs Sharks,2019
44,46:19,Penalty - Dangerous Tackle,Luke Brooks,Wests Tigers,,,,Wests Tigers vs Sharks,2019
45,45:29,Conversion-Made,Shaun Johnson,Sharks,,,4-12,Wests Tigers vs Sharks,2019
46,44:25,Video Referee,Try,Sharks,,,,Wests Tigers vs Sharks,2019
47,44:16,Try,Josh Morris,Sharks,,,4-10,Wests Tigers vs Sharks,2019
48,44:15,Error,Esan Marsters,Wests Tigers,,,,Wests Tigers vs Sharks,2019
49,43:17,Line Dropout,Benji Marshall,Wests Tigers,,,,Wests Tigers vs Sharks,2019
50,40:00,Penalty Shot-Made,Shaun Johnson,Sharks,,,4-6,Wests Tigers vs Sharks,2019
51,39:06,Kick Bomb,Shaun Johnson,Sharks,,,,Wests Tigers vs Sharks,2019
52,38:02,Error,Chris Lawrence,Wests Tigers,,,,Wests Tigers vs Sharks,2019
53,37:58,Kick Bomb,Josh Reynolds,Wests Tigers,,,,Wests Tigers vs Sharks,2019
54,36:29,Error,Sosaia Feki,Sharks,,,,Wests Tigers vs Sharks,2019
