,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Errors,Penalties Conceded,Used,Completions (%),Completed Sets Ratio,Match,Team,Year
0,50%,25:23,181,"1,594",428,9,38,42,198,3.08s,2,419,253,20,17,372,2,50%,7,4,84.4%,287,30,23,10,6,7,79%,30/38,Rabbitohs vs Storm,Rabbitohs,2018
1,50%,25:23,162,"1,316",325,4,30,38.7,120,3.26s,17,368,205,14,15,328,0,86%,2,4,88.6%,333,38,5,8,9,8,74%,25/34,Rabbitohs vs Storm,Storm,2018
