,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Penalties Conceded,Completions (%),Completed Sets Ratio,Match,Team,Year
0,58%,27:05,138,"1,330",476,4,20,35.9,167,1,341,177,3,18,531,1,93%,7,1,84.3%,301,35,1,21,11,73%,27/37,Roosters vs Raiders,Roosters,2013
1,42%,19:36,146,"1,385",534,6,35,33,117,12,374,210,10,17,445,3,79%,3,7,93.9%,321,20,0,1,6,76%,32/42,Roosters vs Raiders,Raiders,2013
