,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Penalties Conceded,On Reports,Completions (%),Completed Sets Ratio,Match,Team,Year
0,55%,28:38,161,"1,381",473,4,27,34.5,156,5,383,207,7,20,540,1,87%,2,2,91%,324,19,0,13,8,0,75%,30/40,Sea Eagles vs Raiders,Sea Eagles,2013
1,45%,23:25,162,"1,423",523,3,19,35.6,114,6,412,232,4,23,641,2,92%,2,7,90%,306,27,1,7,5,2,70%,28/40,Sea Eagles vs Raiders,Raiders,2013
