,Event Type,Player,Player Off,Player On,Score,Team,Time,Match,Year
0,FULL TIME,,,,,,80:00,Sea Eagles vs Raiders,2013
1,On Report,Dane Tilse,,,,Raiders,79:54,Sea Eagles vs Raiders,2013
2,Penalty - Punching,Dane Tilse,,,,Raiders,79:30,Sea Eagles vs Raiders,2013
3,Interchange - Sin Bin Return,Jack Wighton,,,,Raiders,78:39,Sea Eagles vs Raiders,2013
4,Drop Goal-Missed,Daly Cherry-Evans,,,,Sea Eagles,76:51,Sea Eagles vs Raiders,2013
5,Linebreak,David Gower,,,,Sea Eagles,76:40,Sea Eagles vs Raiders,2013
6,Eagles Interchange - Sin Bin Return,Jamie Lyon,,,,Sea,74:58,Sea Eagles vs Raiders,2013
7,Conversion-Missed,Jamie Lyon,,,,Sea Eagles,74:28,Sea Eagles vs Raiders,2013
8,Try,Justin Horo,,,16-10,Sea Eagles,72:56,Sea Eagles vs Raiders,2013
9,Conversion-Missed,Jamie Lyon,,,,Sea Eagles,68:05,Sea Eagles vs Raiders,2013
10,Try,David Williams,,,12-10,Sea Eagles,66:56,Sea Eagles vs Raiders,2013
11,Linebreak,David Williams,,,,Sea Eagles,66:55,Sea Eagles vs Raiders,2013
12,Penalty - Dangerous Tackle,Glenn Stewart,,,,Sea Eagles,63:24,Sea Eagles vs Raiders,2013
13,Eagles Interchange - Sin Bin Return,Jorge Taufua,,,,Sea,61:28,Sea Eagles vs Raiders,2013
14,Line Dropout,Terry Campese,,,,Raiders,60:32,Sea Eagles vs Raiders,2013
15,Interchange - Sin Bin Return,Anthony Milford,,,,Raiders,57:43,Sea Eagles vs Raiders,2013
16,Penalty - Slow Peel,Steve Matai,,,,Sea Eagles,53:48,Sea Eagles vs Raiders,2013
17,Interchange - Sin Bin Return,Edrick Lee,,,,Raiders,51:40,Sea Eagles vs Raiders,2013
18,Penalty - Crowding,Joe Picker,,,,Raiders,47:20,Sea Eagles vs Raiders,2013
19,Penalty - Holding Down,Glenn Stewart,,,,Sea Eagles,45:45,Sea Eagles vs Raiders,2013
20,Penalty - Ball Strip,David Williams,,,,Sea Eagles,41:48,Sea Eagles vs Raiders,2013
21,Kick Bomb,Terry Campese,,,,Raiders,40:56,Sea Eagles vs Raiders,2013
22,Conversion-Missed,Jamie Lyon,,,,Sea Eagles,39:44,Sea Eagles vs Raiders,2013
23,Try,David Williams,,,8-10,Sea Eagles,38:22,Sea Eagles vs Raiders,2013
24,Linebreak,David Williams,,,,Sea Eagles,38:21,Sea Eagles vs Raiders,2013
25,Penalty - 2nd Effort,Josh McCrone,,,,Raiders,37:32,Sea Eagles vs Raiders,2013
26,Interchange - Sin Bin Return,Blake Ferguson,,,,Raiders,37:16,Sea Eagles vs Raiders,2013
27,Kick Bomb,Daly Cherry-Evans,,,,Sea Eagles,34:16,Sea Eagles vs Raiders,2013
28,Eagles Interchange - Sin Bin Return,Peta Hiku,,,,Sea,31:05,Sea Eagles vs Raiders,2013
29,Kick Bomb,Daly Cherry-Evans,,,,Sea Eagles,30:16,Sea Eagles vs Raiders,2013
30,Kick Bomb,Terry Campese,,,,Raiders,29:26,Sea Eagles vs Raiders,2013
31,Penalty - Offside inside 10m,Justin Horo,,,,Sea Eagles,25:56,Sea Eagles vs Raiders,2013
32,Penalty - Offside inside 10m,Shaun Fensom,,,,Raiders,24:22,Sea Eagles vs Raiders,2013
33,Penalties - Other,Daly Cherry-Evans,,,,Sea Eagles,22:41,Sea Eagles vs Raiders,2013
34,Conversion-Made,Jarrod Croker,,,4-10,Raiders,22:05,Sea Eagles vs Raiders,2013
35,Try,Edrick Lee,,,4-8,Raiders,20:35,Sea Eagles vs Raiders,2013
36,Linebreak,Blake Ferguson,,,,Raiders,19:41,Sea Eagles vs Raiders,2013
37,Conversion-Missed,Jamie Lyon,,,,Sea Eagles,18:14,Sea Eagles vs Raiders,2013
38,Try,Jamie Lyon,,,4-4,Sea Eagles,16:25,Sea Eagles vs Raiders,2013
39,Linebreak,Matt Ballin,,,,Sea Eagles,16:16,Sea Eagles vs Raiders,2013
40,Conversion-Missed,Jarrod Croker,,,,Raiders,12:07,Sea Eagles vs Raiders,2013
41,Try,Edrick Lee,,,0-4,Raiders,10:29,Sea Eagles vs Raiders,2013
42,Linebreak,Edrick Lee,,,,Raiders,10:28,Sea Eagles vs Raiders,2013
43,Line Dropout,Daly Cherry-Evans,,,,Sea Eagles,09:54,Sea Eagles vs Raiders,2013
44,Line Dropout,Daly Cherry-Evans,,,,Sea Eagles,08:38,Sea Eagles vs Raiders,2013
45,Penalty - Ball Strip,Glenn Stewart,,,,Sea Eagles,07:00,Sea Eagles vs Raiders,2013
46,Penalty - Offside inside 10m,Jamie Lyon,,,,Sea Eagles,06:05,Sea Eagles vs Raiders,2013
47,Linebreak,Jack Wighton,,,,Raiders,05:46,Sea Eagles vs Raiders,2013
48,On Report,David Shillington,,,,Raiders,04:01,Sea Eagles vs Raiders,2013
49,Penalty - Dangerous Tackle,David Shillington,,,,Raiders,03:55,Sea Eagles vs Raiders,2013
50,KICK OFF,,,,,,00:00,Sea Eagles vs Raiders,2013
