,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Errors,Penalties Conceded,Used,Completions (%),Completed Sets Ratio,Match,Team,Year
0,48%,26:00,185,"1,625",631,2,33,45.2,141,3.21s,17,424,233,31,25,682,1,57%,5,2,87.7%,308,28,0,15,4,4,8,92%,33/36,Dragons vs Sharks,Dragons,2017
1,52%,28:10,166,"1,437",505,7,28,42.3,216,3.63s,13,375,204,13,16,506,1,77%,3,4,84.7%,315,33,1,24,14,7,8,68%,23/34,Dragons vs Sharks,Sharks,2017
