,Time,Event Type,Player,Team,Player On,Player Off,Score,Match,Year
0,80:00,FULL TIME,,,,,,Cowboys vs Bulldogs,2019
1,79:59,Conversion-Made,Scott Bolton,Cowboys,,,15-8,Cowboys vs Bulldogs,2019
2,79:39,Try,Shane Wright,Cowboys,,,13-8,Cowboys vs Bulldogs,2019
3,79:00,Line Dropout,Lachlan Lewis,Bulldogs,,,,Cowboys vs Bulldogs,2019
4,78:41,Error,Jayden Okunbor,Bulldogs,,,,Cowboys vs Bulldogs,2019
5,76:41,Penalties - Other,Nick Meaney,Bulldogs,,,,Cowboys vs Bulldogs,2019
6,76:27,Drop Goal-Made,Jordan Kahu,Cowboys,,,9-8,Cowboys vs Bulldogs,2019
7,75:53,Line Dropout,Lachlan Lewis,Bulldogs,,,,Cowboys vs Bulldogs,2019
8,73:32,Penalty - Offside Downtown,Raymond Faitala-Mariner,Bulldogs,,,,Cowboys vs Bulldogs,2019
9,73:31,Drop Goal-Missed,Lachlan Lewis,Bulldogs,,,,Cowboys vs Bulldogs,2019
10,72:03,Error,John Asiata,Cowboys,,,,Cowboys vs Bulldogs,2019
11,70:54,Interchange #7,,Bulldogs,                   Raymond Faitala-Mariner,                   Dylan Napa,,Cowboys vs Bulldogs,2019
12,70:38,Interchange #6,,Bulldogs,                   Aiden Tolman,                   Renouf Toomaga,,Cowboys vs Bulldogs,2019
13,70:21,Error,Scott Drinkwater,Cowboys,,,,Cowboys vs Bulldogs,2019
14,69:22,Error,Josh Jackson,Bulldogs,,,,Cowboys vs Bulldogs,2019
15,68:09,Penalty - Flop,Lachlan Lewis,Bulldogs,,,,Cowboys vs Bulldogs,2019
16,65:38,Error,Will Hopoate,Bulldogs,,,,Cowboys vs Bulldogs,2019
17,64:00,Error,John Asiata,Cowboys,,,,Cowboys vs Bulldogs,2019
18,63:11,Kick Bomb,Lachlan Lewis,Bulldogs,,,,Cowboys vs Bulldogs,2019
19,61:50,Linebreak,Tom Opacic,Cowboys,,,,Cowboys vs Bulldogs,2019
20,61:15,Interchange #8,,Cowboys,                   Scott Bolton,                   Francis Molo,,Cowboys vs Bulldogs,2019
21,60:16,Interchange #5,,Bulldogs,                   Renouf Toomaga,                   Chris Smith,,Cowboys vs Bulldogs,2019
22,58:01,Error,Dylan Napa,Bulldogs,,,,Cowboys vs Bulldogs,2019
23,57:20,Interchange #7,,Cowboys,                   Jordan McLean,                   Coen Hess,,Cowboys vs Bulldogs,2019
24,57:16,Error,Gavin Cooper,Cowboys,,,,Cowboys vs Bulldogs,2019
25,56:15,Interchange #6,,Cowboys,                   Jake Granville,                   Reuben Cotter,,Cowboys vs Bulldogs,2019
26,56:10,Conversion-Missed,Nick Meaney,Bulldogs,,,,Cowboys vs Bulldogs,2019
27,55:24,Interchange #5,,Cowboys,                   Jason Taumalolo,                   Peter Hola,,Cowboys vs Bulldogs,2019
28,54:40,Try,Jayden Okunbor,Bulldogs,,,8-8,Cowboys vs Bulldogs,2019
29,54:40,Linebreak,Jayden Okunbor,Bulldogs,,,,Cowboys vs Bulldogs,2019
30,53:50,Error,Michael Morgan,Cowboys,,,,Cowboys vs Bulldogs,2019
31,52:31,Interchange #4,,Bulldogs,                   Adam Elliott,                   Aiden Tolman,,Cowboys vs Bulldogs,2019
32,52:15,Penalty - Dangerous Tackle,Francis Molo,Cowboys,,,,Cowboys vs Bulldogs,2019
33,51:46,Kick Bomb,John Asiata,Cowboys,,,,Cowboys vs Bulldogs,2019
34,50:49,Conversion-Made,Jordan Kahu,Cowboys,,,8-4,Cowboys vs Bulldogs,2019
35,50:17,Interchange #3,,Bulldogs,                   Dylan Napa,                   Raymond Faitala-Mariner,,Cowboys vs Bulldogs,2019
36,49:14,Try,Kyle Feldt,Cowboys,,,6-4,Cowboys vs Bulldogs,2019
37,49:12,Linebreak,Kyle Feldt,Cowboys,,,,Cowboys vs Bulldogs,2019
38,48:39,Error,Lachlan Lewis,Bulldogs,,,,Cowboys vs Bulldogs,2019
39,47:54,Error,Jordan Kahu,Cowboys,,,,Cowboys vs Bulldogs,2019
40,47:50,Kick Bomb,John Asiata,Cowboys,,,,Cowboys vs Bulldogs,2019
41,45:29,Kick Bomb,Lachlan Lewis,Bulldogs,,,,Cowboys vs Bulldogs,2019
42,44:06,Error,Francis Molo,Cowboys,,,,Cowboys vs Bulldogs,2019
43,43:15,Penalty Shot-Made,Nick Meaney,Bulldogs,,,2-4,Cowboys vs Bulldogs,2019
44,41:43,Penalty - Pressure on Kicker,Peter Hola,Cowboys,,,,Cowboys vs Bulldogs,2019
45,40:50,Kick Bomb,Michael Morgan,Cowboys,,,,Cowboys vs Bulldogs,2019
46,40:01,Interchange - HIA Cleared,,Bulldogs,                   Chris Smith,                   Renouf Toomaga,,Cowboys vs Bulldogs,2019
47,39:39,Error,Jayden Okunbor,Bulldogs,,,,Cowboys vs Bulldogs,2019
48,33:42,Line Dropout,Kyle Feldt,Cowboys,,,,Cowboys vs Bulldogs,2019
49,32:02,Error,Tom Opacic,Cowboys,,,,Cowboys vs Bulldogs,2019
50,31:56,Interchange #4,,Cowboys,                   Peter Hola,                   Jason Taumalolo,,Cowboys vs Bulldogs,2019
51,31:44,Error,Corey Harawira-Naera,Bulldogs,,,,Cowboys vs Bulldogs,2019
52,30:34,Penalty - Slow Peel,Coen Hess,Cowboys,,,,Cowboys vs Bulldogs,2019
53,30:04,Interchange - HIA,,Bulldogs,                   Raymond Faitala-Mariner,                   Chris Smith,,Cowboys vs Bulldogs,2019
54,29:36,Interchange #3,,Cowboys,                   Reuben Cotter,                   Jake Granville,,Cowboys vs Bulldogs,2019
55,28:55,Kick Bomb,Kieran Foran,Bulldogs,,,,Cowboys vs Bulldogs,2019
56,27:43,Interchange #2,,Cowboys,                   Coen Hess,                   Scott Bolton,,Cowboys vs Bulldogs,2019
57,27:24,Kick Bomb,Lachlan Lewis,Bulldogs,,,,Cowboys vs Bulldogs,2019
58,26:31,Interchange #2,,Bulldogs,                   Renouf Toomaga,                   Adam Elliott,,Cowboys vs Bulldogs,2019
59,24:15,Interchange #1,,Bulldogs,                   Chris Smith,                   Dylan Napa,,Cowboys vs Bulldogs,2019
60,24:06,40/20 Kick,Jeremy Marshall-King,Bulldogs,,,,Cowboys vs Bulldogs,2019
61,22:49,Error,Michael Morgan,Cowboys,,,,Cowboys vs Bulldogs,2019
62,22:04,Interchange #1,,Cowboys,                   Francis Molo,                   Jordan McLean,,Cowboys vs Bulldogs,2019
63,21:36,Penalty - Crowding,Lachlan Lewis,Bulldogs,,,,Cowboys vs Bulldogs,2019
64,21:23,Error,Corey Harawira-Naera,Bulldogs,,,,Cowboys vs Bulldogs,2019
65,19:52,Penalty - Escorts,Jordan Kahu,Cowboys,,,,Cowboys vs Bulldogs,2019
66,18:42,Error,Scott Drinkwater,Cowboys,,,,Cowboys vs Bulldogs,2019
67,17:54,Penalty - Leg Pull,Lachlan Lewis,Bulldogs,,,,Cowboys vs Bulldogs,2019
68,16:42,Kick Bomb,John Asiata,Cowboys,,,,Cowboys vs Bulldogs,2019
69,15:52,Error,Dallin Watene-Zelezniak,Bulldogs,,,,Cowboys vs Bulldogs,2019
70,15:44,Linebreak,Kieran Foran,Bulldogs,,,,Cowboys vs Bulldogs,2019
71,13:12,Error,Corey Harawira-Naera,Bulldogs,,,,Cowboys vs Bulldogs,2019
72,09:54,Penalty Shot-Made,Nick Meaney,Bulldogs,,,2-2,Cowboys vs Bulldogs,2019
73,08:41,Penalty - Flop,Jake Granville,Cowboys,,,,Cowboys vs Bulldogs,2019
74,08:22,Line Dropout,Kyle Feldt,Cowboys,,,,Cowboys vs Bulldogs,2019
75,06:54,Kick Bomb,John Asiata,Cowboys,,,,Cowboys vs Bulldogs,2019
76,05:23,Penalty Shot-Made,Jordan Kahu,Cowboys,,,2-0,Cowboys vs Bulldogs,2019
77,04:32,Penalty - Escorts,Kieran Foran,Bulldogs,,,,Cowboys vs Bulldogs,2019
78,03:14,Penalty - Hand in the Ruck,Jeremy Marshall-King,Bulldogs,,,,Cowboys vs Bulldogs,2019
79,00:00,KICK OFF,,,,,,Cowboys vs Bulldogs,2019
