,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Penalties Conceded,Completions (%),Completed Sets Ratio,Match,Team,Year
0,57%,24:36,159,"1,469",493,7,24,35.8,190,11,366,195,8,19,552,3,70%,2,4,91.5%,289,15,1,12,7,76%,31/41,Bulldogs vs Wests Tigers,Bulldogs,2013
1,43%,18:33,135,"1,163",411,1,15,32.3,143,9,309,159,8,17,344,1,80%,1,7,88.3%,302,24,0,16,6,61%,22/36,Bulldogs vs Wests Tigers,Wests Tigers,2013
