,Time,Event Type,Player,Team,Player On,Player Off,Score,Match,Year
73,18:41,Penalties - Other,Nick Cotric,Raiders,,,,Raiders vs Roosters,2019
74,17:56,Penalty - Working on the Ground,Cooper Cronk,Roosters,,,,Raiders vs Roosters,2019
75,17:04,Penalty - Offside Downtown,Victor Radley,Roosters,,,,Raiders vs Roosters,2019
76,17:02,Kick Bomb,Cooper Cronk,Roosters,,,,Raiders vs Roosters,2019
77,15:15,Error,Zane Tetevano,Roosters,,,,Raiders vs Roosters,2019
78,15:10,Error,Jack Wighton,Raiders,,,,Raiders vs Roosters,2019
79,14:39,Conversion-Made,Jarrod Croker,Raiders,,,12-6,Raiders vs Roosters,2019
80,13:49,Video Referee,Try,Raiders,,,,Raiders vs Roosters,2019
81,13:46,Try,Jarrod Croker,Raiders,,,10-6,Raiders vs Roosters,2019
82,13:46,Linebreak,Jarrod Croker,Raiders,,,,Raiders vs Roosters,2019
83,12:23,Penalty - Offside inside 10m,Cooper Cronk,Roosters,,,,Raiders vs Roosters,2019
84,11:52,Conversion-Made,Jarrod Croker,Raiders,,,6-6,Raiders vs Roosters,2019
85,10:19,Try,Jordan Rapana,Raiders,,,4-6,Raiders vs Roosters,2019
86,10:19,Linebreak,Jordan Rapana,Raiders,,,,Raiders vs Roosters,2019
87,08:58,Penalty - Hand in the Ruck,Luke Keary,Roosters,,,,Raiders vs Roosters,2019
88,05:18,Conversion-Made,Latrell Mitchell,Roosters,,,0-6,Raiders vs Roosters,2019
89,04:05,Try,Victor Radley,Roosters,,,0-4,Raiders vs Roosters,2019
90,04:01,Linebreak,James Tedesco,Roosters,,,,Raiders vs Roosters,2019
91,00:54,Kick Bomb,Luke Keary,Roosters,,,,Raiders vs Roosters,2019
92,00:00,KICK OFF,,,,,,Raiders vs Roosters,2019
