,Time,Event Type,Player,Team,Player On,Player Off,Score,Match,Year
0,80:00,FULL TIME,,,,,,Raiders vs Roosters,2019
1,78:18,Penalty - Holding Back,Brett Morris,Roosters,,,,Raiders vs Roosters,2019
2,77:48,Kick Bomb,Luke Keary,Roosters,,,,Raiders vs Roosters,2019
3,77:05,Interchange - HIA,,Raiders,                   Iosia Soliola,                   Jarrod Croker,,Raiders vs Roosters,2019
4,76:54,Error,Jarrod Croker,Raiders,,,,Raiders vs Roosters,2019
5,75:54,Interchange #7,,Raiders,                   Siliva Havili,                   Iosia Soliola,,Raiders vs Roosters,2019
6,75:10,Error,Joseph Manu,Roosters,,,,Raiders vs Roosters,2019
7,73:29,Error,Brett Morris,Roosters,,,,Raiders vs Roosters,2019
8,73:26,Kick Bomb,Cooper Cronk,Roosters,,,,Raiders vs Roosters,2019
9,72:59,Interchange #6,,Roosters,                   Isaac Liu,                   Zane Tetevano,,Raiders vs Roosters,2019
10,71:28,Error,Jack Wighton,Raiders,,,,Raiders vs Roosters,2019
11,70:38,Line Dropout,Latrell Mitchell,Roosters,,,,Raiders vs Roosters,2019
12,68:40,Penalty - Crowding,Victor Radley,Roosters,,,,Raiders vs Roosters,2019
13,68:19,Penalty - Dangerous Tackle,Mitchell Aubusson,Roosters,,,,Raiders vs Roosters,2019
14,67:47,Error,Zane Tetevano,Roosters,,,,Raiders vs Roosters,2019
15,66:53,Penalty - Offside Downtown,Jordan Rapana,Raiders,,,,Raiders vs Roosters,2019
16,66:50,Kick Bomb,Aidan Sezer,Raiders,,,,Raiders vs Roosters,2019
17,65:37,Conversion-Made,Jarrod Croker,Raiders,,,18-22,Raiders vs Roosters,2019
18,64:38,Video Referee,Try,Raiders,,,,Raiders vs Roosters,2019
19,64:33,Try,Elliott Whitehead,Raiders,,,16-22,Raiders vs Roosters,2019
20,63:22,Penalty - Crowding,Latrell Mitchell,Roosters,,,,Raiders vs Roosters,2019
21,62:51,Interchange #6,,Raiders,                   Iosia Soliola,                   Dunamis Lui,,Raiders vs Roosters,2019
22,62:31,Kick Bomb,Luke Keary,Roosters,,,,Raiders vs Roosters,2019
23,61:42,Interchange #5,,Roosters,                   Jared Waerea-Hargreaves,                   Poasa Faamausili,,Raiders vs Roosters,2019
24,61:30,Kick Bomb,Aidan Sezer,Raiders,,,,Raiders vs Roosters,2019
25,60:03,Error,Daniel Tupou,Roosters,,,,Raiders vs Roosters,2019
26,59:35,Line Dropout,Bailey Simonsson,Raiders,,,,Raiders vs Roosters,2019
27,59:10,Interchange #5,,Raiders,                   Josh Papalii,                   Ryan Sutton,,Raiders vs Roosters,2019
28,57:55,Error,Charnze Nicoll-Klokstad,Raiders,,,,Raiders vs Roosters,2019
29,57:51,Kick Bomb,Cooper Cronk,Roosters,,,,Raiders vs Roosters,2019
30,57:17,Interchange #4,,Roosters,                   Zane Tetevano,                   Isaac Liu,,Raiders vs Roosters,2019
31,56:16,Error,Joseph Tapine,Raiders,,,,Raiders vs Roosters,2019
32,54:27,Error,Isaac Liu,Roosters,,,,Raiders vs Roosters,2019
33,53:59,Conversion-Missed,Latrell Mitchell,Roosters,,,,Raiders vs Roosters,2019
34,52:30,Try,Daniel Tupou,Roosters,,,12-22,Raiders vs Roosters,2019
35,52:28,Linebreak,Daniel Tupou,Roosters,,,,Raiders vs Roosters,2019
36,51:30,Penalty - Dangerous Tackle,Jordan Rapana,Raiders,,,,Raiders vs Roosters,2019
37,50:42,Interchange #4,,Raiders,                   Joseph Tapine,                   Corey Horsburgh,,Raiders vs Roosters,2019
38,50:04,Error,Victor Radley,Roosters,,,,Raiders vs Roosters,2019
39,49:55,Linebreak,Angus Crichton,Roosters,,,,Raiders vs Roosters,2019
40,49:29,Interchange #3,,Roosters,                   Poasa Faamausili,                   Sitili Tupouniua,,Raiders vs Roosters,2019
41,48:55,Error,Bailey Simonsson,Raiders,,,,Raiders vs Roosters,2019
42,47:30,Penalty - Ball Strip,Angus Crichton,Roosters,,,,Raiders vs Roosters,2019
43,46:23,Error,Angus Crichton,Roosters,,,,Raiders vs Roosters,2019
44,44:53,Penalty - Dangerous Tackle,Elliott Whitehead,Raiders,,,,Raiders vs Roosters,2019
45,40:01,Interchange - HIA Cleared,,Roosters,                   Joseph Manu,                   Sam Verrills,,Raiders vs Roosters,2019
46,39:22,Error,Latrell Mitchell,Roosters,,,,Raiders vs Roosters,2019
47,37:19,Error,Jordan Rapana,Raiders,,,,Raiders vs Roosters,2019
48,35:36,Error,Latrell Mitchell,Roosters,,,,Raiders vs Roosters,2019
49,34:50,Conversion-Made,Latrell Mitchell,Roosters,,,12-18,Raiders vs Roosters,2019
50,33:26,Try,Daniel Tupou,Roosters,,,12-16,Raiders vs Roosters,2019
51,33:21,Interchange #3,,Raiders,                   Ryan Sutton,                   Josh Papalii,,Raiders vs Roosters,2019
52,32:19,Penalty - Offside inside 10m,Corey Horsburgh,Raiders,,,,Raiders vs Roosters,2019
53,31:58,Kick Bomb,Jack Wighton,Raiders,,,,Raiders vs Roosters,2019
54,31:46,Interchange - HIA,,Roosters,                   Sitili Tupouniua,                   Joseph Manu,,Raiders vs Roosters,2019
55,31:23,Interchange #2,,Raiders,                   Corey Horsburgh,                   Joseph Tapine,,Raiders vs Roosters,2019
56,31:01,Error,Victor Radley,Roosters,,,,Raiders vs Roosters,2019
57,29:54,Penalty - Scrum Infringement,Josh Hodgson,Raiders,,,,Raiders vs Roosters,2019
58,29:03,Error,Jordan Rapana,Raiders,,,,Raiders vs Roosters,2019
59,28:52,Kick Bomb,Luke Keary,Roosters,,,,Raiders vs Roosters,2019
60,27:58,Interchange #2,,Roosters,                   Nat Butcher,                   Jared Waerea-Hargreaves,,Raiders vs Roosters,2019
61,27:58,Interchange #1,,Roosters,                   Isaac Liu,                   Zane Tetevano,,Raiders vs Roosters,2019
62,27:58,On Report,Elliott Whitehead,Raiders,,,,Raiders vs Roosters,2019
63,27:51,Penalties - Other,Elliott Whitehead,Raiders,,,,Raiders vs Roosters,2019
64,24:52,Error,Jared Waerea-Hargreaves,Roosters,,,,Raiders vs Roosters,2019
65,24:03,Conversion-Made,Latrell Mitchell,Roosters,,,12-12,Raiders vs Roosters,2019
66,23:00,Try,Latrell Mitchell,Roosters,,,12-10,Raiders vs Roosters,2019
67,22:55,Error,Charnze Nicoll-Klokstad,Raiders,,,,Raiders vs Roosters,2019
68,22:51,Kick Bomb,Luke Keary,Roosters,,,,Raiders vs Roosters,2019
69,21:28,Penalty - Scrum Infringement,Jack Wighton,Raiders,,,,Raiders vs Roosters,2019
70,20:53,Interchange #1,,Raiders,                   Dunamis Lui,                   Iosia Soliola,,Raiders vs Roosters,2019
71,20:42,Error,Bailey Simonsson,Raiders,,,,Raiders vs Roosters,2019
72,19:07,Error,Jared Waerea-Hargreaves,Roosters,,,,Raiders vs Roosters,2019
