,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Penalties Conceded,Completions (%),Completed Sets Ratio,Match,Team,Year
0,51%,28:45,176,"1,737",559,1,18,40.4,200,11,454,243,2,29,697,3,79%,1,12,90.8%,355,20,1,16,1,70%,30/43,Panthers vs Dragons,Panthers,2013
1,49%,27:38,172,"1,575",592,2,20,42.6,164,11,406,213,8,26,734,1,83%,2,8,91.8%,381,18,0,16,4,70%,26/37,Panthers vs Dragons,Dragons,2013
