,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Errors,Penalties Conceded,Used,Completions (%),Completed Sets Ratio,Match,Team,Year
0,53%,32:04,218,"1,959",484,4,39,50.2,229,3.59s,11,472,251,20,29,761,1,100%,5,10,87.8%,351,34,0,15,8,5,8,85%,33/39,Storm vs Broncos,Storm,2019
1,47%,28:26,182,"1,567",383,1,34,41.3,180,3.6s,9,411,230,8,23,756,1,83%,5,3,86.6%,400,39,2,23,8,4,8,79%,30/38,Storm vs Broncos,Broncos,2019
