,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Errors,Penalties Conceded,Used,Completions (%),Completed Sets Ratio,Match,Team,Year
0,52%,27:46,151,"1,415",522,2,23,39.3,155,3.29s,9,377,217,21,16,306,2,57%,5,6,89.8%,380,27,16,8,10,7,81%,29/36,Titans vs Sharks,Titans,2018
1,48%,25:38,175,"1,576",600,1,27,39.4,103,3.54s,13,399,213,20,18,422,2,62%,2,5,89.2%,323,23,16,8,9,8,83%,33/40,Titans vs Sharks,Sharks,2018
