,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Errors,Penalties Conceded,Used,Completions (%),Completed Sets Ratio,Match,Team,Year
0,48%,26:13,171,"1,800",606,6,25,46.2,133,2.85s,13,386,205,4,20,602,1,67%,3,2,84.2%,378,59,1,12,11,9,8,77%,30/39,Wests Tigers vs Sea Eagles,Wests Tigers,2018
1,52%,28:24,190,"1,853",654,5,59,48.8,235,3.1s,10,413,229,3,19,593,1,71%,4,5,87%,322,25,1,23,13,6,8,74%,28/38,Wests Tigers vs Sea Eagles,Sea Eagles,2018
