,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Penalties Conceded,Completions (%),Completed Sets Ratio,Match,Team,Year
0,53%,28:54,177,"1,619",573,3,17,40.5,224,15,440,217,5,33,866,1,84%,8,8,95.6%,389,11,2,7,3,88%,35/40,Storm vs Knights,Storm,2013
1,47%,25:37,166,"1,499",542,2,11,38.4,260,6,403,207,9,24,867,1,88%,3,1,90.6%,367,18,0,20,3,77%,30/39,Storm vs Knights,Knights,2013
