,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Errors,Penalties Conceded,Used,Head Injury Assessment,Completions (%),Completed Sets Ratio,Match,Team,Year
0,50%,30:40,198,"1,688",569,2,46,39.3,174,2.95s,9,448,244,5,21,603,1,67%,3,6,90.1%,390,27,1,16,9,8,9,0,81%,35/43,Bulldogs vs Sea Eagles,Bulldogs,2016
1,50%,30:40,207,"1,968",631,2,27,45.8,202,3.11s,12,474,249,9,22,491,3,78%,6,7,85.4%,358,46,0,15,7,11,9,1,84%,36/43,Bulldogs vs Sea Eagles,Sea Eagles,2016
