,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Penalties Conceded,On Reports,Completions (%),Completed Sets Ratio,Match,Team,Year
0,61%,30:01,161,"1,531",570,7,29,37.3,288,2,377,192,16,23,791,0,94%,3,2,87.7%,263,24,13,5,1,83%,34/41,Knights vs Titans,Knights,2013
1,39%,19:11,139,"1,113",376,2,24,28.6,239,8,318,161,13,20,704,1,83%,1,1,91.8%,345,29,2,5,0,69%,27/39,Knights vs Titans,Titans,2013
