,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Errors,Penalties Conceded,Used,Completions (%),Completed Sets Ratio,Match,Team,Year
0,48%,26:51,186,"1,747",588,4,31,44.8,124,3.32s,20,416,211,18,23,657,1,60%,5,5,88.4%,335,29,15,13,4,8,72%,28/39,Dragons vs Roosters,Dragons,2018
1,52%,29:05,177,"1,786",627,1,29,49.6,235,3.53s,8,444,248,16,22,498,1,75%,7,3,84.9%,343,31,30,14,4,8,72%,26/36,Dragons vs Roosters,Roosters,2018
