,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Errors,Penalties Conceded,Used,Completions (%),Completed Sets Ratio,Match,Team,Year
0,52%,26:47,168,"1,354",449,2,31,35.7,137,3.75s,8,357,199,7,17,396,1,88%,2,2,87%,315,41,0,6,10,6,8,76%,29/38,Raiders vs Storm,Raiders,2019
1,48%,24:43,170,"1,581",464,5,41,45.2,202,3.77s,4,362,197,8,18,513,1,67%,5,5,88.6%,319,31,1,10,10,10,8,77%,27/35,Raiders vs Storm,Storm,2019
