,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Ineffective Tackles,Penalties Conceded,Completions (%),Completed Sets Ratio,Match,Team,Year
0,58%,27:06,170,"1,534",527,5,22,38.4,189,15,433,252,13,21,490,2,100%,4,7,92.2%,283,13,11,6,80%,32/40,Panthers vs Raiders,Panthers,2013
1,42%,19:38,137,"1,124",396,3,13,32.1,118,9,316,164,4,14,494,1,87%,3,2,87.3%,302,22,22,7,66%,23/35,Panthers vs Raiders,Raiders,2013
