,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Penalties Conceded,On Reports,Completions (%),Completed Sets Ratio,Match,Team,Year
0,55%,29:27,172,"1,491",495,3,36,42.6,180,19,407,205,11,24,752,1,82%,4,3,88.4%,329,27,1,16,7,2,86%,30/35,Storm vs Sea Eagles,Storm,2014
1,45%,24:06,165,"1,532",561,4,27,37.4,207,12,400,214,8,23,487,1,85%,3,3,83%,312,36,1,28,4,0,80%,33/41,Storm vs Sea Eagles,Sea Eagles,2014
