,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Average Play The Ball Speed,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Errors,Penalties Conceded,Used,Head Injury Assessment,Completions (%),Completed Sets Ratio,Match,Team,Year
0,49%,26:11,174,"1,354",239,2,40,33,130,3.58s,13,384,203,18,18,522,2,64%,5,3,85.9%,335,34,1,21,11,8,8,2,71%,29/41,Eels vs Panthers,Eels,2016
1,51%,27:16,181,"1,360",208,4,34,34,129,3.67s,13,407,219,8,18,398,0,73%,4,2,84.5%,321,40,0,19,10,10,8,0,75%,30/40,Eels vs Panthers,Panthers,2016
